,NOISE_FREE_GENE_INDICES,CLUSTER_NO,Distance_FROM_CLUSTER_CENTROID
0,0,0,0.7663453354128279
1,1,0,0.7663154061416824
2,2,0,0.7666305207033333
3,3,0,0.7670810541287777
4,4,0,0.7669920741176425
5,5,0,0.761399945713705
6,6,0,0.7655295203484891
7,7,0,0.7678077926074817
8,8,0,0.7633824534545709
9,9,0,0.7656975317116026
10,10,0,0.7657151916803441
11,11,0,0.7650860320892595
12,12,0,0.7700297381139881
13,13,0,0.7659927145808989
14,14,0,0.7657845165360392
15,15,0,0.7665111579673217
16,16,0,0.7672971013092609
17,17,0,0.7699779142159455
18,18,0,0.7673344822829729
19,19,0,0.7678298938728096
20,20,0,0.7639012327244243
21,21,0,0.7667601569136643
22,22,0,0.7695413044890695
23,23,0,0.771736419768092
24,24,0,0.7596379071851632
25,25,0,0.7695779043589328
26,26,0,0.7659421074109702
27,27,0,0.7693662578852469
28,28,0,0.7666671329983824
29,29,0,0.7644274884325829
30,30,0,0.7654700471689239
31,31,0,0.7650405893741384
32,32,0,0.7681718453560128
33,33,0,0.7652406284187132
34,34,0,0.7647188027497215
35,35,0,0.766305814349903
36,36,0,0.7653967985012148
37,37,0,0.7683828362115127
38,38,0,0.7708901754334048
39,39,0,0.7672988582208412
40,40,0,0.7646948598402844
41,41,0,0.7651583908612594
42,42,0,0.7658921015924839
43,43,0,0.7696296675334271
44,44,0,0.7629279440812071
45,45,0,0.7660876627442921
46,46,0,0.7712499753992487
47,47,0,0.7696942094024803
48,48,0,0.7656273828023632
49,49,0,0.7656398853582321
50,50,0,0.7665676536347253
51,51,0,0.7672619267039045
52,52,0,0.7661877577087346
53,53,0,0.7674296018124476
54,54,0,0.7657816131947421
55,55,0,0.7701072228633102
56,56,0,0.7662506018011417
57,57,0,0.7706779065541457
58,58,0,0.7673448660867044
59,59,0,0.7675495210707459
60,60,0,0.7654024554561711
61,61,0,0.7661037114343678
62,62,0,0.7680817536630165
63,63,0,0.7708757418081595
64,64,0,0.7705034212664561
65,65,0,0.7653856997620595
66,66,0,0.7676740907420507
67,67,0,0.767501892188571
68,68,0,0.7653655917266112
69,69,0,0.7598104134447747
70,70,0,0.758201094069156
71,71,0,0.763342745349917
72,72,0,0.7648098883889308
73,73,0,0.7639117214891351
74,74,0,0.7665150328201821
75,75,0,0.7672098845258937
76,76,0,0.7583385718716765
77,77,0,0.7549127246852158
78,78,0,0.767861760324988
79,79,0,0.7660052474691316
80,80,0,0.7682066459726832
81,81,0,0.7668978214174222
82,82,0,0.7623063129970562
83,83,0,0.7663491713777433
84,84,0,0.765612457504352
85,85,0,0.7676801925556106
86,86,0,0.7675593330764928
87,87,0,0.7627153806539744
88,88,0,0.7670461652450373
89,89,0,0.7622864026250717
90,90,0,0.7699344657126365
91,91,0,0.7646571142067309
92,92,0,0.7661796107454814
93,93,0,0.7673712815850545
94,94,0,0.7668397315549537
95,95,0,0.7666046813574914
96,96,0,0.7707048223188656
97,97,0,0.7656775194159269
98,98,0,0.7651413287475664
99,99,0,0.767276723904443
100,100,0,0.7658110473900311
101,101,0,0.7650174903708248
102,102,0,0.7659309474345964
103,103,0,0.7669332158993202
104,104,0,0.7679766309265121
105,105,0,0.7667053177261984
106,106,0,0.7679131807625521
107,107,0,0.7636999187924055
108,108,0,0.7674992219304732
109,109,0,0.768096161910515
110,110,0,0.7636717741815489
111,111,0,0.766303251166911
112,112,0,0.7656642730469801
113,113,0,0.769078092595602
114,114,0,0.7658766312945406
115,115,0,0.766202290398855
116,116,0,0.7661517534742412
117,117,0,0.765294332367017
118,118,0,0.7680865585854783
119,119,0,0.7639211296053522
120,120,0,0.7694539416579307
121,121,0,0.7642105438549966
122,122,0,0.7658433260099412
123,123,0,0.768976677741645
124,124,0,0.7726762951428748
125,125,0,0.7654965449936848
126,126,0,0.7637831222436043
127,127,0,0.7641643159474326
128,128,0,0.7645919315079174
129,129,0,0.7596853137109711
130,130,0,0.7626690988073604
131,131,0,0.7659375072013516
132,132,0,0.7672806040394757
133,133,0,0.7630343463066598
134,134,0,0.7647081210353484
135,135,0,0.7658503341889743
136,136,0,0.7629450625619565
137,137,0,0.7634900409618413
138,138,0,0.7635508016473738
139,139,0,0.7649222466146238
140,140,0,0.7631470941883416
141,141,0,0.7652173737296937
142,142,0,0.7671963103892412
143,143,0,0.7628769710383764
144,144,0,0.7672849784388857
145,145,0,0.7659336361871457
146,146,0,0.768738482534394
147,147,0,0.7662782868560666
148,148,0,0.7675313687579837
149,149,0,0.767614770133063
150,150,0,0.7660882538649342
151,151,0,0.7670575123783904
152,152,0,0.7651479617919472
153,153,0,0.7666959862550505
154,154,0,0.7670837862383281
155,155,0,0.7683750828981798
156,156,0,0.7679744175361858
157,157,0,0.7657912385072524
158,158,0,0.7667189139259629
159,159,0,0.7666551792393096
160,160,0,0.7653097121676672
161,161,0,0.7652743369103238
162,162,0,0.7702329433818699
163,163,0,0.7657750384867639
164,164,0,0.756568771834015
165,165,0,0.7669988803299318
166,166,0,0.7668807758753261
167,167,0,0.7657127958872794
168,168,0,0.7653868276048914
169,169,0,0.7664336430492567
170,170,0,0.7625426960135686
171,171,0,0.7655843355599967
172,172,0,0.7677536022869005
173,173,0,0.766693018962378
174,174,0,0.7670132555409095
175,175,0,0.7665971411866807
176,176,0,0.7654561939650418
177,177,0,0.7543329115447016
178,178,0,0.7632435404363219
179,179,0,0.7673893436896835
180,180,0,0.7653701816369192
181,181,0,0.7612848004190251
182,182,0,0.7665887207402284
183,183,0,0.7648837817458537
184,184,0,0.769437288430408
185,185,0,0.765328730151246
186,186,0,0.766026147019004
187,187,0,0.7656363699552009
188,188,0,0.765550606888452
189,189,0,0.7644502745485234
190,190,0,0.7630788268310938
191,191,0,0.7655526436213468
192,192,0,0.7615149744755774
193,193,0,0.764859269505483
194,194,0,0.7656765448470344
195,195,0,0.7661128124667024
196,196,0,0.7664097895561026
197,197,0,0.7646933194201281
198,198,0,0.7687006233272944
