0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Fake
-0.153227,0.113235,0.149852,-0.232061,-0.250883,0.11039,-0.356756,-0.0555128,-0.175955,0.0767516,0.481165,0.0360753,-0.0701591,-0.138676,-0.222079,0.189583,-0.142195,0.148534,-0.0800506,-0.139277,0.105011,0.153806,0.0371366,0.033639,0.13224,0.485122,0.0940488,-0.11933,0.102539,-0.129863,0
0.238148,0.32307,0.509345,-0.0131453,0.153364,-0.1338,0.20526,-0.158963,-0.0206582,0.929953,0.659556,0.961597,-0.0152285,0.0952527,0.165029,0.544257,0.182148,0.583354,-0.293908,0.110203,-0.415997,0.791367,-0.116836,0.533989,0.0229335,-0.0505384,-0.0854018,0.372028,-0.583169,-0.380884,0
-0.166858,-0.22039,-0.479539,-0.0928635,-0.271007,0.11358,0.630994,0.441898,0.12647,0.401573,0.0870378,-0.0602894,-0.253857,-0.223734,-0.25591,-0.0659284,-0.112545,-0.227932,0.260226,0.0953155,-0.00127438,0.262132,0.53148,0.246951,0.0424912,0.283518,0.112444,-0.284071,-0.211979,-0.450451,0
-0.288584,-0.292617,-0.226214,-0.108911,-0.0125566,-0.136946,0.175895,0.244509,0.331497,0.175779,-0.0322697,0.0155294,-0.00678983,-0.0961996,0.0251979,-0.433595,-0.618056,-0.189539,0.279827,0.177096,0.212307,0.254778,0.472388,0.497307,0.391624,0.376516,0.380867,-0.0287177,0.12793,0.0170635,0
-0.0680595,-0.155828,0.0188588,-0.0245221,0.112679,0.397433,0.388462,0.988801,0.75605,0.083634,0.251237,0.219564,-0.37516,-0.223843,-0.269585,-0.0604948,-0.317899,-0.16812,0.1331,0.110763,0.0672734,0.259435,0.159404,0.155182,-0.47892,0.0152986,-0.0869668,-0.132195,-0.480563,-0.612294,0
-0.182427,-0.15036,-0.307303,0.0799975,0.30148,-0.120659,0.449079,0.31904,0.566147,0.0070753,-0.0109966,0.0673164,-0.15267,-0.167879,-0.0400034,-0.463215,-0.292886,-0.0440798,0.514904,0.327468,0.272594,0.487235,0.636284,0.24723,0.266313,0.483232,0.45168,-0.200238,0.166638,-0.0921174,0
-0.465528,-0.549555,-0.762099,-0.389354,-0.385051,-0.392814,0.530203,0.966208,0.636869,0.0506255,0.333287,0.0739821,-0.366498,-0.373204,-0.37721,-0.308169,-0.646466,-0.702271,-0.0349028,-0.398474,-0.103179,0.044913,0.134421,0.231766,-0.0545599,0.143985,0.134679,-0.795013,-0.198072,-0.20465,0
-0.0314153,0.145221,0.654267,0.499157,0.808,-0.563545,0.0491477,-0.465141,0.618993,-0.436642,0.482053,-0.168447,0.488736,-0.227725,-0.139293,0.0490382,0.559621,0.0028349,0.153709,0.330966,-0.271526,1.64794,0.590302,2.14059,0.0366502,-0.592752,0.521917,0.914414,0.124949,0.31153,0
0.0531011,0.127024,0.328059,-0.388891,-0.0546279,-0.124578,-1.59236,-0.927597,-0.861207,-0.580418,-0.308619,-0.465681,0.32549,0.180003,0.20848,0.358305,0.481377,0.353843,-1.05571,-0.699655,-0.705829,-1.04784,-1.08504,-0.826783,-0.390754,-0.649508,-0.301279,-0.118588,-0.0728185,0.253294,0
0.0683838,0.0167886,0.0866164,0.0357853,0.15054,-0.0988616,0.217062,0.136565,0.0885272,-0.202523,-0.190527,-0.121754,0.0530501,-0.0354678,0.084865,0.104471,0.540668,0.296523,0.362398,0.171937,0.245672,0.307286,-0.0918021,-0.277786,0.00575824,-0.0738026,0.211238,0.0493734,0.49641,-0.49319,0
-0.15276,-0.256198,-0.404868,-0.141283,-0.30026,-0.23611,0.237127,0.142185,-0.19105,0.387425,0.01833,0.204862,0.047099,-0.0829627,-0.194957,0.1115,0.0514771,-0.133189,-0.133936,-0.129959,-0.14997,-0.119492,0.0641992,-0.238199,-0.221968,0.186161,0.212042,-0.40615,-0.140535,-0.0286891,0
0.151128,0.174359,0.495789,0.253258,0.482874,0.00545742,0.459834,0.252901,0.212138,0.456547,0.16809,0.461604,0.31106,0.187944,0.156242,0.307199,-0.254629,0.45467,0.6578,0.351468,0.701931,0.566973,0.200333,0.500624,0.196647,0.0872747,0.245379,-0.272336,-0.182186,-0.0435995,0
-0.0294737,0.197836,-0.0471953,-0.138502,-0.292757,0.0254016,-0.201104,-0.412113,-0.259625,-0.703391,-0.517774,-0.449732,0.299444,0.205528,0.225623,0.331802,0.218431,-0.0234922,0.0103968,-0.0954322,-0.454515,-0.823937,0.0115551,-0.496566,-1.07801,-0.388775,-0.778738,0.0260057,-0.0977236,-0.16073,0
-0.0684329,-0.0230619,0.0177436,-0.0676744,0.116026,-0.0270221,0.0647957,-0.374581,-0.160043,0.270896,0.0276534,0.403234,0.064441,-0.0186192,-0.00396582,-0.0731866,-0.147834,0.280599,-0.599196,-0.881695,-0.818208,-0.210314,-0.588573,-0.840645,-0.128205,-0.868451,-0.107294,0.0113133,0.205996,-0.0919159,0
0.371394,0.400069,0.66884,0.080294,-0.223099,-0.0746202,-2.17418,-1.95438,-1.6388,-1.07098,-0.737693,-0.75728,0.291015,0.330275,0.305868,0.652519,0.390585,0.39576,-1.43425,-0.363932,-1.10362,-1.92156,-1.44161,-1.10128,-0.706476,-1.31133,-0.694981,0.0905775,-0.418942,-0.141565,0
-0.0722252,-0.126087,0.228262,-0.250067,-0.0151329,-0.309554,-0.239356,-0.284838,-0.310309,-0.154035,-0.137541,-0.00495284,-0.0337286,-0.090359,-0.136326,0.142743,-0.0481236,0.133175,-0.120949,-0.119631,-0.079428,-0.151487,-0.40652,-0.291262,0.100164,-0.352411,0.215801,-0.196704,-0.318457,-0.263855,0
-0.300092,-0.180233,-0.085313,0.0519574,0.2761,0.0854419,0.0765933,0.31389,0.350957,0.108585,0.299147,0.0259422,-0.39067,-0.519812,-0.639986,-0.154154,0.00266909,-0.217321,0.366482,0.280588,-0.172381,0.283071,0.392595,0.109856,0.0899915,0.181719,0.19891,-0.141171,-0.152393,-0.332346,0
-1.22608,-1.67407,-1.96528,-0.914346,-0.6487,-0.748645,0.510553,0.265892,0.205977,-0.0775883,-0.116774,-0.0804629,0.467046,0.283165,0.301883,-1.74606,-1.42164,-1.6592,0.22982,-0.440832,-0.157946,0.179091,0.0655454,0.1153,0.00557043,0.169216,0.377357,0.406021,0.158608,0.149486,0
-0.209126,-0.188774,-0.105235,-0.183378,-0.500942,-0.0924115,-0.570161,-0.356771,-0.227346,-0.203372,-0.0424993,-0.230868,0.10973,0.25571,0.238213,0.162359,-0.0118829,-0.0366652,0.134834,-0.263694,-0.447925,-0.0912806,-0.363488,-0.124211,0.0728927,-0.416395,0.28932,0.118613,0.273746,-0.176858,0
-0.191137,-0.123867,0.361774,-0.158365,0.37522,0.0802147,0.343824,0.389792,0.425887,0.366904,0.26244,0.587848,0.0642459,-0.12654,-0.187646,-0.0746355,-0.0712293,0.0817533,0.195281,0.0248227,0.294349,0.625022,0.465944,0.485838,0.276136,0.604332,0.244778,0.170819,0.535193,0.253085,0
-0.136546,-0.190987,-0.466646,0.0277363,-0.346346,-0.100788,0.331523,0.408012,0.32027,0.0448389,-0.243684,-0.297957,-0.326507,-0.272685,-0.331781,-0.0963576,-0.196108,-0.487069,0.482786,0.0661298,-0.106053,0.432421,0.43414,-0.253387,-0.290006,0.349273,0.0783459,-0.556353,-0.238383,-0.0447922,0
-0.203578,-0.0351932,0.139186,-0.220941,-0.0409077,-0.013858,0.0996958,0.0491192,0.0679065,-0.103164,-0.250659,-0.0620007,0.0981124,-0.039287,-0.13507,-0.0782977,-0.0691342,-0.0388254,-0.0984558,0.0962976,-0.0784091,-0.260987,0.166885,-0.308383,0.0639464,-0.094817,0.0267767,0.0711981,0.203892,-0.107728,0
-0.086511,0.150516,0.266958,0.215213,0.137611,0.348659,-0.142001,0.3444,0.344157,-0.300654,-0.123113,-0.24944,0.135846,0.22158,0.0381254,0.273166,0.0671849,0.08835,-0.19056,0.227034,-0.0520815,-0.452131,-0.211465,-0.0657232,0.0684116,-0.0426973,-0.024527,0.231915,-0.360867,-0.0302201,0
0.11313,-0.412762,-0.541431,0.680932,0.566525,0.0917038,1.19072,0.790777,0.667956,0.069996,-0.036749,0.173139,-0.362252,-0.501719,-0.242063,-0.879493,-0.947972,-0.423536,-0.269189,-0.278353,-0.34239,-0.29067,-0.212774,-0.48733,-0.152234,-0.107638,-0.208352,-0.321223,0.147657,-0.519052,0
-0.226811,-0.402661,-0.202324,-0.313974,-0.144026,-0.033316,0.160612,-0.329157,-0.0484507,-0.489489,0.643635,0.0673298,-0.302266,-0.04202,-0.0805932,-0.0821051,-0.303715,-0.0408122,-0.29711,-0.517505,0.0784925,-0.709069,-0.765647,-0.557962,-0.167868,-0.228347,-0.839783,-0.499431,-0.745554,0.0150135,0
0.278939,0.227529,0.396684,0.0597822,0.0197009,0.331592,-0.419143,-0.383865,-0.354857,-0.031327,-0.0405333,-0.307729,0.133443,0.123718,0.0024915,0.461463,0.379517,0.20172,-0.807783,-0.508098,-0.640781,-0.983333,-1.13118,-0.788008,-0.477656,-0.897073,-0.333317,-0.310278,-0.303961,-0.205616,0
0.339617,0.383798,0.714927,0.11204,0.164629,0.266886,-0.711466,-0.787296,-0.743514,-0.631236,-0.870592,-0.481388,0.189832,0.216139,0.419322,0.718287,0.647511,0.787882,-0.811695,-0.438438,-0.286266,-0.802434,-0.901291,-0.90045,0.108136,-0.655855,-0.0886183,0.425187,0.225999,0.302747,0
-0.0549652,-0.217954,0.196358,-0.523251,-0.553655,0.101523,-0.740319,-0.397735,0.120437,0.103007,0.228082,-0.192344,-0.0114339,0.191471,-0.145745,0.288166,0.108422,0.0423233,0.442778,-0.344726,-0.0822193,-0.269526,0.0519031,-0.221775,0.283508,0.0401854,-0.0139066,0.232085,0.399933,-0.152604,0
-0.251156,-0.0841778,-0.00725843,-0.343085,-0.428314,-0.107622,-0.345017,-0.650592,-0.424158,0.240867,0.0464827,0.226661,-0.00706098,-0.0561223,0.133942,-0.451972,-0.109877,-0.324749,-0.152504,-0.0519878,-0.190052,0.737924,0.518019,0.541039,1.16711,1.41314,1.03929,0.722095,0.916178,0.789914,0
0.273772,0.211439,0.468694,0.390711,0.299821,0.405985,0.955332,0.868041,0.745901,0.81547,0.996678,0.619221,-0.981767,-1.17666,-1.11882,0.407218,0.522569,0.499118,0.758353,0.970341,0.83841,0.983868,1.11171,1.04448,-0.209165,0.839639,0.546337,-0.100101,0.24708,0.464863,0
-0.312039,-0.381868,-0.345528,-0.031692,0.126454,0.0152359,0.288273,-0.00445278,-0.278566,0.538212,0.0860261,0.325894,-0.329534,-0.35671,-0.236489,-0.679364,-0.0779043,-0.528688,-0.554782,-0.736284,-0.66741,-0.321012,-0.401921,-0.741671,-0.693879,-0.000470554,-0.035051,0.465057,0.0665213,0.312774,0
-0.107084,-0.145159,-0.00653814,-0.490991,-0.518256,-0.389457,-0.0226323,-0.0169909,-0.204688,0.0681498,0.0553766,-0.105109,0.0623553,-0.00144069,-0.0118758,0.0835604,0.0735725,-0.325195,-0.252816,-0.2504,-0.598416,-0.043304,0.116123,-0.354826,-0.232652,0.370295,0.0458525,0.0119246,0.0169366,-0.203333,0
0.220559,0.402377,0.529918,0.339551,0.111785,0.470495,0.404932,0.00935577,0.155788,0.0879351,0.228677,0.0165759,0.220213,0.270778,0.373198,0.21375,0.186144,0.214587,0.160498,0.0887639,0.1339,0.623609,0.325493,0.393324,0.191588,0.318384,0.277513,-0.00342881,-0.0877013,-0.00567824,0
0.0837123,0.0870901,0.125974,-0.0414208,-0.0906935,0.0972085,0.158191,0.108292,-0.36479,0.193333,0.0904179,-0.115359,-0.00258433,0.0527608,0.0249082,0.300142,0.247198,0.0104584,0.0334129,0.0240119,-0.115002,-0.152352,0.0232464,-0.199082,-0.411835,0.0635231,-0.0257162,0.00831252,-0.294796,-0.146417,0
0.949602,1.19469,1.47343,0.728728,0.509032,0.792076,0.0741998,0.0479554,0.385118,-0.196776,-0.188186,-0.136463,-1.56103,-1.56387,-1.71528,0.768372,0.194803,1.57329,-0.577152,-0.406258,0.561307,-0.890656,-0.88233,0.082711,-0.846407,-0.466045,-0.292525,0.0299329,-0.883349,0.875496,0
0.000349586,0.0800953,0.238678,-0.104506,-0.0878891,0.157831,0.0551381,0.29746,0.392142,-0.0429585,0.112136,0.248452,-0.211607,-0.285529,-0.286833,0.172807,0.080689,0.270756,-0.0487187,-0.0897032,0.0307721,0.376231,0.0798268,0.329502,0.591843,0.561144,0.304846,0.241703,-0.287314,0.248959,0
0.35994,0.746644,0.815436,0.424883,0.383504,0.364273,0.221216,0.412062,0.558282,0.111646,0.325157,0.0754064,-0.466745,-0.336622,-0.704863,0.669175,0.491136,0.806095,0.47841,0.691631,0.707703,0.446594,0.349467,0.669404,0.00676448,-0.0225391,0.0539601,-0.0585543,-0.438906,0.0888996,0
0.250065,0.526308,0.463049,0.456524,0.00229655,0.0334351,0.375465,0.0301002,0.191096,0.595342,-0.0815919,0.451593,0.365422,-0.00832894,0.325272,-0.354069,0.32054,0.0668044,0.170014,0.398984,0.0721468,0.587358,0.401415,-0.0404166,-0.0494225,-0.113906,0.110043,-0.184067,-0.175278,-0.484545,0
-0.114883,0.0654163,-0.178451,0.00697097,-0.115713,0.0108646,0.427471,0.273904,0.393394,-0.0294061,0.0316043,0.184337,-0.197391,-0.138433,-0.318348,0.496023,0.1886,0.268126,1.34048,0.582902,0.808903,1.23197,0.936745,1.25175,1.29542,0.807252,1.57064,-0.161312,0.714897,0.515325,0
0.508356,0.795266,0.763515,0.573876,0.994661,0.641163,1.07902,0.649501,0.796617,0.769552,0.471178,0.902244,-0.435944,-0.562062,-0.425531,0.952288,0.625489,0.972942,1.25217,1.12868,1.34662,1.65567,1.05989,1.42609,1.23844,1.30986,1.4585,0.0624717,0.922894,0.282987,0
0.21031,0.0632259,0.149919,0.416844,0.0418431,0.342212,0.153293,0.290312,0.374213,-0.125374,-0.120662,-0.19116,-0.263337,-0.188212,-0.389057,0.319755,0.0531607,0.0984957,0.250605,0.0199789,0.061042,-0.148959,0.0919746,0.136109,-0.315991,-0.120419,-0.00255549,-0.172815,-0.194469,-0.0968354,0
0.534054,0.452191,0.451505,0.410956,0.639621,0.0832606,0.524863,-0.170431,-0.179863,0.331142,-0.344322,0.269733,0.349645,0.0713293,0.406815,0.0255885,0.119793,-0.0109339,0.382188,0.205154,-0.00100752,0.300181,0.0593733,-0.0640653,-0.711301,0.190237,0.0937604,0.465304,0.671187,0.255412,0
0.477544,-0.227593,-0.347728,-0.16187,-0.114025,0.0962523,0.207036,0.503086,0.389269,-0.0922528,0.157792,0.050851,-0.12187,-0.167897,-0.328171,0.911154,0.576155,1.56864,1.38397,1.1264,2.00198,1.75642,1.32585,2.12605,1.54973,1.62325,2.42663,0.431223,1.76371,2.58363,0
-0.57081,-0.436168,-0.216083,-0.292826,0.038495,-0.256974,0.211865,0.294616,0.308649,-0.484357,-0.205147,0.193582,0.133328,-0.221039,0.101545,-0.366519,-0.554326,0.0503283,0.551947,0.233625,0.497339,0.563398,0.410884,0.58181,0.568599,0.125391,0.502071,-0.0225482,0.534873,0.715535,0
-0.0373072,0.0512331,-0.0273087,0.0840681,-0.0923005,0.183738,0.217444,0.332175,0.357478,0.126041,-0.0332983,-0.00140758,-0.105675,-0.117664,-0.242649,-0.079363,-0.288288,-0.205283,0.160487,0.0191127,0.0788408,-0.0199416,0.173397,0.0881846,-0.0370208,0.306873,0.202677,-0.554182,-0.278284,0.14621,0
0.0349033,0.0187088,0.081038,-0.274178,-0.306691,-0.0734038,-0.085364,-0.268149,-0.274703,0.00443249,-0.0599226,-0.122493,0.123352,0.138848,0.129362,0.40737,-0.176399,0.015655,-0.204782,-0.173011,0.120268,0.151437,-0.194905,0.0333545,0.178704,0.205176,0.0699412,0.199579,0.151131,0.166383,0
0.263847,0.642699,0.992721,-0.151301,-0.110241,0.290978,-1.91357,-1.79538,-1.64543,-1.07229,-1.04379,-0.699128,0.37472,0.344894,0.563575,0.670711,0.236956,0.639767,-1.36445,-0.939116,-0.530012,-0.851094,-1.43284,-0.790501,-0.164487,-0.808849,-0.284021,0.300546,0.019853,-0.0495087,0
0.187205,-0.500466,-0.527682,-0.00203361,-0.170699,0.0536342,0.854081,0.990366,0.95211,1.16973,1.13622,0.848025,-0.838406,-0.926067,-0.894902,-1.34367,-2.08933,-1.27623,-0.844766,-1.72383,-0.671986,-0.861984,-1.19792,-0.850645,-0.913762,-0.994003,-0.656657,-0.654413,-1.01481,0.300257,0
1.12573,-0.129879,-0.592446,1.06764,1.34247,1.13142,2.04151,1.6851,1.76043,-0.338276,0.0246768,-0.245598,-0.734299,-0.583994,-0.531569,-0.984983,-1.01686,-0.232398,-0.133037,-0.0397916,-0.0213911,0.117093,0.0915992,-0.247536,-0.364409,0.118125,-0.106929,-0.592496,-0.0997254,-0.722588,0
1.38774,-0.552878,-0.979219,-0.662668,-0.904685,-0.656785,-0.0384046,0.0988668,0.055704,1.1674,0.971987,0.594626,-0.43391,-0.431806,-0.612845,-0.234975,-0.512098,-0.0958181,1.26025,0.481259,1.06238,2.36018,1.47901,1.74571,3.37064,2.74126,2.83635,1.23955,2.57643,2.81634,0
-0.000405592,-0.0566744,-0.107217,0.473142,0.165118,0.212176,1.10326,0.511684,0.367298,0.380052,0.0785553,0.209915,0.0531669,0.140137,-0.0924737,-0.210295,-0.283101,-0.144069,0.377391,0.674072,0.517451,0.481523,0.61929,0.536245,0.484488,0.78099,0.270862,0.394047,0.676293,0.0260631,0
-0.336323,-0.319133,-0.20136,-0.878792,-0.445002,-0.399782,0.447942,-0.0602706,0.0919173,0.298551,0.256473,0.147354,-0.250134,-0.047847,0.20169,-0.0631503,-0.3465,-0.141185,-0.0503845,0.738072,0.274054,0.470408,0.81639,0.0550269,-0.41113,0.35286,-0.0611455,-0.20172,-0.0294962,-0.281152,0
-0.0882348,-0.536842,-0.758856,0.0679796,-0.126875,-0.106736,0.270336,-0.233505,0.197482,-0.533113,-0.573264,-0.228941,0.126012,0.669073,0.748066,-0.514031,0.00483996,-0.000941937,0.22757,0.584043,0.60306,0.522045,-0.0482235,0.401059,-0.0927239,-0.0417454,0.375223,0.339013,1.19526,0.672905,0
