,NOISE_FREE_GENE_INDICES,CLUSTER_NO,Distance_FROM_CLUSTER_CENTROID
295,295,0,6.241051842459733
296,296,0,6.381099217734306
297,297,0,6.219610983068818
298,298,0,6.29211645482099
299,299,0,6.539644142666674
300,300,0,6.199384193180552
301,301,0,6.311485277506981
302,302,0,5.997174239553828
303,303,0,6.342494558264222
304,304,0,6.550792733706835
305,305,0,6.079880573647709
306,306,0,6.28200777808721
307,307,0,6.441850898867066
308,308,0,6.654752477579377
309,309,0,6.251251367868128
310,310,0,6.377064044068832
311,311,0,6.257790480439278
312,312,0,6.301670196595936
313,313,0,6.225797046641747
314,314,0,6.308526943313377
315,315,0,6.48636298024554
316,316,0,6.362278902017638
317,317,0,6.261702723583369
318,318,0,5.907089713132838
319,319,0,6.300595148435313
320,320,0,6.59476988706315
321,321,0,5.77473595958729
322,322,0,5.789204528852814
323,323,0,6.463342074311773
324,324,0,6.313552579248665
325,325,0,6.078878275882452
326,326,0,6.391498656358598
327,327,0,6.429239786012074
328,328,0,6.2611110718585214
329,329,0,6.566282602270581
330,330,0,6.805538503052035
331,331,0,6.466570713393154
332,332,0,5.266559482492479
333,333,0,5.3299953291759445
334,334,0,6.37921364309333
335,335,0,6.222517582295707
336,336,0,6.273232654094832
337,337,0,6.339697163650256
338,338,0,6.384638965951597
339,339,0,6.3756787011359295
340,340,0,4.0054994542751805
341,341,0,4.521250822676437
342,342,0,6.05947244861514
343,343,0,6.277245276718297
344,344,0,6.633062902143283
345,345,0,6.376443943196288
346,346,0,6.608768044829749
347,347,0,6.367185152368945
348,348,0,6.223731576434653
349,349,0,6.742601990085724
350,350,0,6.209110092046493
351,351,0,6.713821521994347
352,352,0,5.989266630796752
353,353,0,6.513540349686619
354,354,0,6.282914732181768
355,355,0,6.288238420818716
356,356,0,6.018536275444573
357,357,0,6.571568197379853
358,358,0,6.240069212990839
359,359,0,5.9368767625314645
360,360,0,6.368311051705062
361,361,0,7.1698642745269625
362,362,0,6.567854073033832
363,363,0,6.339190906557854
364,364,0,6.202863537579976
365,365,0,6.064104828482657
366,366,0,6.3127299272875765
367,367,0,6.389376191276912
368,368,0,6.204965794748089
369,369,0,6.239931450488969
370,370,0,4.9572424121631
371,371,0,4.675396492404414
372,372,0,6.247371199212581
373,373,0,5.9458242689564855
374,374,0,6.2380801623175035
375,375,0,6.32159718719237
376,376,0,6.0158982341906135
377,377,0,6.614139889637055
378,378,0,6.531013352266896
379,379,0,6.738525372378794
380,380,0,6.644939685212688
381,381,0,6.6707449814689905
382,382,0,6.458062687558571
383,383,0,6.581202318310258
384,384,0,6.204341842070723
385,385,0,6.084390224664007
386,386,0,6.569270399485746
387,387,0,6.437041910311941
388,388,0,5.749385446022029
389,389,0,6.5205667417832505
390,390,0,6.190620682564079
391,391,0,6.360470059373476
392,392,0,5.840354833120688
393,393,0,6.308848400111594
394,394,0,6.184044535827585
395,395,0,6.471596207819899
396,396,0,6.268210312914085
397,397,0,6.17966803349086
398,398,0,4.134926749963238
399,399,0,4.3454204653509665
400,400,0,4.433051061176888
401,401,0,4.625586515070871
402,402,0,6.4325670252358815
403,403,0,6.258742253701296
404,404,0,6.278870114624085
405,405,0,6.323686699651054
406,406,0,6.4822913307693835
407,407,0,6.181682922994626
408,408,0,6.378017748091332
409,409,0,6.433156774970919
410,410,0,6.447280837397677
411,411,0,6.477810727202536
412,412,0,5.967571097116726
413,413,0,6.27898744610282
414,414,0,6.179118326604252
415,415,0,6.231837664762328
416,416,0,6.260152041851613
417,417,0,6.424947421417514
418,418,0,6.394993663838784
419,419,0,6.498700224089847
420,420,0,4.480476170398126
421,421,0,4.300666067023217
422,422,0,6.049601739647251
423,423,0,5.8661391946772525
424,424,0,6.202887652825693
425,425,0,6.511051924702112
426,426,0,6.095687193202718
427,427,0,6.511806284688378
428,428,0,6.297933655322313
429,429,0,6.243496049781876
430,430,0,5.793032577616039
431,431,0,6.2047788910376624
432,432,0,6.377376001852159
433,433,0,6.282734036841225
434,434,0,6.580154084151948
435,435,0,6.548835184316843
436,436,0,6.437168119000515
437,437,0,6.213718197724645
438,438,0,6.035111152510493
439,439,0,5.980406758308528
440,440,0,5.698934930659775
441,441,0,6.181027555632591
442,442,0,6.56610005953881
443,443,0,6.453983790654132
444,444,0,4.2830284273376895
445,445,0,6.547692949484436
446,446,0,6.255062920117893
447,447,0,6.208513201861831
448,448,0,6.111278967468146
449,449,0,6.0735690654613865
450,450,0,6.061972106952239
451,451,0,6.0185104912100185
452,452,0,6.393053435236133
453,453,0,6.448103683726678
454,454,0,6.397423295509591
455,455,0,6.422808202370353
456,456,0,6.218442761913421
457,457,0,6.438989972387221
458,458,0,6.343678747085083
459,459,0,5.0085402306603655
460,460,0,4.4643816000609275
461,461,0,6.170459965097193
462,462,0,6.6262679340845665
463,463,0,6.2964842805865056
464,464,0,6.231129055878835
465,465,0,6.236201022813483
466,466,0,6.579701467155511
467,467,0,6.029931134445118
468,468,0,6.7260718998860645
469,469,0,6.434800512969659
470,470,0,5.675083251338042
471,471,0,6.321190553352848
472,472,0,6.478981959540338
473,473,0,6.640808094828519
474,474,0,6.537825732507812
475,475,0,6.399069105099237
476,476,0,6.243274993832894
477,477,0,6.249176398733848
478,478,0,6.207523513566138
479,479,0,5.987772348101887
480,480,0,6.140928132088025
481,481,0,5.960140454800104
482,482,0,6.27697697929512
483,483,0,6.395726602707183
484,484,0,6.672854268530042
485,485,0,6.550691731731093
486,486,0,6.415224961874119
487,487,0,6.202535781835333
488,488,0,6.372697300803338
489,489,0,6.511635845336853
490,490,0,6.084079413130272
491,491,0,6.476995905269831
492,492,0,6.709045700787305
493,493,0,6.866121883003573
494,494,0,6.614174862864148
495,495,0,6.495722621371498
496,496,0,4.181383575082029
497,497,0,6.095190240225842
498,498,0,6.129464468808362
499,499,0,4.567290374440271
500,500,0,6.372977245476394
501,501,0,6.4517184110022825
502,502,0,4.8333687524550735
503,503,0,5.148967552320018
504,504,0,4.2912686456338545
505,505,0,4.710650107936155
506,506,0,6.045005893243747
507,507,0,6.332032693229024
508,508,0,6.37289443937459
509,509,0,6.303942021318412
510,510,0,6.143068922069124
511,511,0,5.846045920086792
512,512,0,6.039966914954683
513,513,0,6.4153206554683
514,514,0,6.304533718417469
515,515,0,6.577767414347368
516,516,0,6.15506561264303
517,517,0,6.267451731412881
518,518,0,6.50147789555711
519,519,0,6.422557178344035
520,520,0,6.310994811569087
521,521,0,6.346340893272241
522,522,0,6.23620139709323
523,523,0,6.016136753213467
524,524,0,5.749826312150055
525,525,0,6.268678921184084
526,526,0,6.331641743349066
527,527,0,6.657942547075879
528,528,0,6.388221344339679
529,529,0,6.168135846056832
530,530,0,6.1809710145570325
531,531,0,6.337729773209364
532,532,0,5.951069358810324
533,533,0,6.455066289521896
534,534,0,6.0182837799610995
535,535,0,6.465131059954251
536,536,0,6.324245518167897
537,537,0,6.321994590219931
538,538,0,6.2762009950063735
539,539,0,6.173477983398546
540,540,0,5.683486755629019
541,541,0,6.294558271282956
542,542,0,6.5933659393589945
543,543,0,6.495001887321726
544,544,0,5.861588828642938
545,545,0,6.448063693759034
546,546,0,6.437242401073589
547,547,0,6.316223433246504
548,548,0,6.482480560616182
549,549,0,6.434724806569017
550,550,0,6.238368814640185
551,551,0,6.524580854549477
552,552,0,6.346720308019842
553,553,0,3.8621201112219765
554,554,0,6.202640001285493
555,555,0,6.2581814640547
556,556,0,6.248792111304429
557,557,0,5.917839831763173
558,558,0,6.50317562180462
559,559,0,5.8464432498069066
560,560,0,6.116446839406496
561,561,0,6.443809424128432
562,562,0,6.2745117268556765
563,563,0,6.367476778467644
564,564,0,6.1701459158084555
565,565,0,6.303392631940096
566,566,0,6.182730840236393
567,567,0,6.2067794168416475
568,568,0,6.424237187935701
569,569,0,6.037092029902117
570,570,0,6.481801605834576
571,571,0,6.298385923261517
572,572,0,6.577223308523621
573,573,0,6.093201029910285
574,574,0,6.319807930019008
575,575,0,6.565071911289204
576,576,0,6.89466876390157
577,577,0,6.3167659969887815
578,578,0,6.047415963775097
579,579,0,6.336198666145194
580,580,0,6.62772900774959
581,581,0,6.264534176495341
582,582,0,6.483956720850052
583,583,0,6.0918824244010406
584,584,0,6.327928157765444
585,585,0,6.562605905592501
586,586,0,6.212642219344933
587,587,0,6.443039456225417
588,588,0,6.127527079714564
589,589,0,6.122883701895888
590,590,0,6.210500843696918
591,591,0,6.330597902594093
592,592,0,6.834652747828535
593,593,0,6.08038058466711
594,594,0,6.233473028147171
595,595,0,6.324718520205037
596,596,0,6.043678036775962
597,597,0,6.361381343738997
598,598,0,6.024538111017143
599,599,0,5.881781363326288
600,600,0,6.426533028552203
601,601,0,6.473431610761636
602,602,0,6.283467494881529
603,603,0,5.983729544204133
604,604,0,6.258125271921867
605,605,0,6.018005629274079
606,606,0,6.471917269085268
607,607,0,6.176591089072503
608,608,0,6.490618249363143
609,609,0,6.287406435469888
610,610,0,6.277351369045942
611,611,0,6.08605268609991
612,612,0,5.994318408868158
613,613,0,5.922676761241435
614,614,0,6.223390681665439
615,615,0,6.3630070115671575
616,616,0,5.876572827943617
617,617,0,6.500700467607708
618,618,0,6.031497050855429
619,619,0,6.169777760189684
620,620,0,6.3160581575937895
621,621,0,5.9857740308014415
622,622,0,6.155943195909267
623,623,0,6.530786896517747
624,624,0,4.0928877327521755
625,625,0,4.217808952943914
626,626,0,4.1573506969302825
627,627,0,6.522600655765524
628,628,0,6.229155431908368
629,629,0,6.75815885501577
630,630,0,6.336609266364722
631,631,0,5.834754250418431
632,632,0,6.2911444759644635
633,633,0,6.2380129561405715
634,634,0,6.188997956620012
635,635,0,4.367777119176324
636,636,0,4.758932731948364
637,637,0,6.4024504472935995
638,638,0,6.476832813772032
639,639,0,6.0234496981547325
640,640,0,6.144650388546481
641,641,0,6.422285527268269
642,642,0,6.170946186370938
643,643,0,6.156812443377201
644,644,0,6.3819600238668155
645,645,0,6.096276294417142
646,646,0,6.643107478228497
647,647,0,6.584461902662999
648,648,0,6.079800587328756
649,649,0,6.141310279429609
650,650,0,6.175469273487207
651,651,0,6.299585197489691
652,652,0,6.7142968141395905
653,653,0,6.166389493766773
654,654,0,6.313587690811595
655,655,0,6.754322159885036
656,656,0,6.3317991654611046
657,657,0,6.496417535745921
658,658,0,6.488983222964414
659,659,0,6.465158641012507
660,660,0,6.655667341656577
661,661,0,6.253671630904009
662,662,0,6.28176931014522
663,663,0,6.3495702063634285
664,664,0,6.126067094921875
665,665,0,6.519989489547731
666,666,0,6.3933298994544385
667,667,0,6.714593072490864
668,668,0,6.85209419350688
669,669,0,6.123178398570489
670,670,0,6.4943869901855225
671,671,0,6.240458945476629
672,672,0,6.144602737662176
673,673,0,6.193696270713198
674,674,0,6.316752625209479
675,675,0,6.218277827583927
676,676,0,6.3117616770721305
677,677,0,6.424386559040054
678,678,0,6.627145569896894
679,679,0,6.110589462947161
680,680,0,6.429315671085252
681,681,0,6.3139913155245315
682,682,0,6.112082286262462
683,683,0,6.294506367005336
684,684,0,6.2343253780027705
685,685,0,4.5108090732839345
686,686,0,4.122150649436522
687,687,0,6.047513763887475
688,688,0,6.042944974558698
689,689,0,6.236750175507336
690,690,0,6.246253513300734
691,691,0,6.248445667516996
692,692,0,6.267123536461382
693,693,0,5.894574444500648
694,694,0,6.392160036568899
695,695,0,6.125626013424342
