,ID_REF,IDENTIFIER
1059,YDR206W,EBS1
1060,YDR207C,UME6
1061,YDR208W,MSS4
1062,YDR210W,YDR210W
1063,YDR211W,GCD6
1064,YDR212W,TCP1
1065,YDR213W,UPC2
1066,YDR214W,AHA1
1067,YDR216W,ADR1
1068,YDR217C,RAD9
1069,YDR218C,SPR28
1070,YDR219C,MFB1
1071,YDR221W,GTB1
1072,YDR222W,YDR222W
1073,YDR223W,CRF1
1074,YDR224C,HTB1
1075,YDR225W,HTA1
1076,YDR226W,ADK1
1077,YDR227W,SIR4
1078,YDR228C,PCF11
1079,YDR229W,IVY1
1080,YDR231C,COX20
1081,YDR232W,HEM1
1082,YDR233C,RTN1
1083,YDR234W,LYS4
1084,YDR235W,PRP42
1085,YDR236C,FMN1
1086,YDR237W,MRPL7
1087,YDR238C,SEC26
1088,YDR239C,YDR239C
1089,YDR240C,SNU56
1090,YDR242W,AMD2
1091,YDR243C,PRP28
1092,YDR244W,PEX5
1093,YDR245W,MNN10
1094,YDR246W,TRS23
1095,YDR247W,VHS1
1096,YDR248C,YDR248C
1097,YDR249C,YDR249C
1098,YDR251W,PAM1
1099,YDR252W,BTT1
1100,YDR253C,MET32
1101,YDR254W,CHL4
1102,YDR255C,RMD5
1103,YDR256C,CTA1
1104,YDR257C,RKM4
1105,YDR258C,HSP78
1106,YDR259C,YAP6
1107,YDR260C,SWM1
1108,YDR261C,EXG2
1109,YDR262W,YDR262W
1110,YDR263C,DIN7
1111,YDR264C,AKR1
1112,YDR265W,PEX10
1113,YDR266C,HEL2
1114,YDR267C,CIA1
1115,YDR268W,MSW1
1116,YDR270W,CCC2
1117,YDR272W,GLO2
1118,YDR273W,DON1
1119,YDR275W,BSC2
1120,YDR276C,PMP3
1121,YDR277C,MTH1
1122,YDR279W,RNH202
1123,YDR280W,RRP45
1124,YDR281C,PHM6
1125,YDR282C,MRX10
1126,YDR283C,GCN2
1127,YDR284C,DPP1
1128,YDR285W,ZIP1
1129,YDR286C,YDR286C
1130,YDR287W,INM2
1131,YDR288W,NSE3
1132,YDR289C,RTT103
1133,YDR291W,HRQ1
1134,YDR292C,SRP101
1135,YDR293C,SSD1
1136,YDR294C,DPL1
1137,YDR295C,HDA2
1138,YDR296W,MHR1
1139,YDR297W,SUR2
1140,YDR298C,ATP5
1141,YDR299W,BFR2
1142,YDR300C,PRO1
1143,YDR301W,CFT1
1144,YDR302W,GPI11
1145,YDR303C,RSC3
1146,YDR304C,CPR5
1147,YDR305C,HNT2
1148,YDR306C,YDR306C
1149,YDR307W,PMT7
1150,YDR308C,SRB7
1151,YDR309C,GIC2
1152,YDR310C,SUM1
1153,YDR311W,TFB1
1154,YDR312W,SSF2
1155,YDR313C,PIB1
1156,YDR314C,RAD34
1157,YDR315C,IPK1
1158,YDR316W,OMS1
1159,YDR317W,HIM1
1160,YDR318W,MCM21
1161,YDR319C,YFT2
1162,YDR320C,SWA2
1163,YDR320C-A,DAD4
1164,YDR321W,ASP1
1165,YDR322C-A,TIM11
1166,YDR322W,MRPL35
1167,YDR323C,PEP7
1168,YDR324C,UTP4
1169,YDR325W,YCG1
1170,YDR326C,YSP2
1171,YDR328C,SKP1
1172,YDR329C,PEX3
1173,YDR330W,UBX5
1174,YDR331W,GPI8
1175,YDR332W,IRC3
1176,YDR333C,RQC1
1177,YDR334W,SWR1
1178,YDR335W,MSN5
1179,YDR336W,MRX8
1180,YDR337W,MRPS28
1181,YDR338C,YDR338C
1182,YDR339C,FCF1
1183,YDR341C,YDR341C
1184,YDR342C,HXT7
1185,YDR343C,HXT6
1186,YDR345C,HXT3
1187,YDR346C,SVF1
1188,YDR347W,MRP1
1189,YDR348C,PAL1
1190,YDR349C,YPS7
1191,YDR350C,ATP22
1192,YDR351W,SBE2
1193,YDR352W,YPQ2
1194,YDR353W,TRR1
1195,YDR354W,TRP4
1196,YDR356W,SPC110
1197,YDR357C,CNL1
1198,YDR358W,GGA1
1199,YDR359C,EAF1
1200,YDR361C,BCP1
1201,YDR362C,TFC6
1202,YDR363W,ESC2
1203,YDR363W-A,SEM1
1204,YDR364C,CDC40
1205,YDR365C,ESF1
1206,YDR366C,YDR366C
1207,YDR367W,KEI1
1208,YDR368W,YPR1
1209,YDR369C,XRS2
1210,YDR370C,DXO1
1211,YDR371W,CTS2
1212,YDR372C,VPS74
1213,YDR373W,FRQ1
1214,YDR374C,PHO92
1215,YDR375C,BCS1
1216,YDR376W,ARH1
1217,YDR377W,ATP17
1218,YDR378C,LSM6
1219,YDR379C-A,SDH6
1220,YDR379W,RGA2
1221,YDR380W,ARO10
1222,YDR381C-A,YDR381C-A
1223,YDR381W,YRA1
1224,YDR382W,RPP2B
1225,YDR383C,NKP1
1226,YDR384C,ATO3
1227,YDR385W,EFT2
1228,YDR386W,MUS81
1229,YDR387C,YDR387C
1230,YDR388W,RVS167
1231,YDR389W,SAC7
1232,YDR390C,UBA2
1233,YDR391C,YDR391C
1234,YDR392W,SPT3
1235,YDR393W,SHE9
1236,YDR394W,RPT3
1237,YDR395W,SXM1
1238,YDR397C,NCB2
1239,YDR398W,UTP5
1240,YDR399W,HPT1
1241,YDR400W,URH1
1242,YDR402C,DIT2
1243,YDR403W,DIT1
1244,YDR404C,RPB7
1245,YDR405W,MRP20
1246,YDR406W,PDR15
1247,YDR407C,TRS120
1248,YDR408C,ADE8
1249,YDR409W,SIZ1
1250,YDR410C,STE14
1251,YDR411C,DFM1
1252,YDR412W,RRP17
1253,YDR414C,ERD1
1254,YDR415C,YDR415C
1255,YDR416W,SYF1
1256,YDR418W,RPL12B
1257,YDR419W,RAD30
1258,YDR420W,HKR1
1259,YDR421W,ARO80
1260,YDR422C,SIP1
1261,YDR423C,CAD1
1262,YDR424C,DYN2
1264,YDR427W,RPN9
1265,YDR428C,BNA7
1266,YDR429C,TIF35
1267,YDR430C,CYM1
1268,YDR432W,NPL3
1269,YDR434W,GPI17
1270,YDR435C,PPM1
1271,YDR436W,PPZ2
1272,YDR437W,GPI19
1273,YDR438W,THI74
1274,YDR439W,LRS4
1275,YDR440W,DOT1
1276,YDR441C,APT2
1277,YDR443C,SSN2
1278,YDR444W,YDR444W
1279,YDR446W,ECM11
1280,YDR447C,RPS17B
1281,YDR448W,ADA2
1282,YDR449C,UTP6
1283,YDR450W,RPS18A
1284,YDR451C,YHP1
1285,YDR452W,PPN1
1286,YDR453C,TSA2
1287,YDR454C,GUK1
1288,YDR456W,NHX1
1289,YDR457W,TOM1
1290,YDR458C,HEH2
1291,YDR459C,PFA5
1292,YDR460W,TFB3
1293,YDR461W,MFA1
1294,YDR462W,MRPL28
1295,YDR463W,STP1
1296,YDR464W,SPP41
1297,YDR465C,RMT2
1298,YDR466W,PKH3
1299,YDR468C,TLG1
1300,YDR469W,SDC1
1301,YDR470C,UGO1
1302,YDR471W,RPL27B
1303,YDR472W,TRS31
1304,YDR473C,PRP3
1305,YDR475C,JIP4
1306,YDR476C,YDR476C
1307,YDR477W,SNF1
1308,YDR478W,SNM1
1309,YDR479C,PEX29
1310,YDR480W,DIG2
1311,YDR481C,PHO8
1312,YDR482C,CWC21
1313,YDR483W,KRE2
1314,YDR484W,VPS52
1315,YDR485C,VPS72
1316,YDR486C,VPS60
1317,YDR487C,RIB3
1318,YDR488C,PAC11
1319,YDR489W,SLD5
1320,YDR490C,PKH1
1321,YDR492W,IZH1
1322,YDR493W,MZM1
1323,YDR494W,RSM28
1324,YDR495C,VPS3
1325,YDR496C,PUF6
1326,YDR497C,ITR1
1327,YDR498C,SEC20
1328,YDR499W,LCD1
1329,YDR500C,RPL37B
1330,YDR501W,PLM2
1331,YDR502C,SAM2
1332,YDR503C,LPP1
1333,YDR505C,PSP1
1334,YDR506C,GMC1
1335,YDR507C,GIN4
1336,YDR508C,GNP1
1337,YDR510W,SMT3
1338,YDR511W,SDH7
1339,YDR512C,EMI1
1340,YDR513W,GRX2
1341,YDR514C,YDR514C
1342,YDR515W,SLF1
1343,YDR516C,EMI2
1344,YDR517W,GRH1
1345,YDR518W,EUG1
1346,YDR519W,FPR2
1347,YDR520C,URC2
1348,YDR522C,SPS2
1349,YDR523C,SPS1
1350,YDR524C,AGE1
1351,YDR525W-A,SNA2
1352,YDR527W,RBA50
1353,YDR528W,HLR1
1354,YDR529C,QCR7
1355,YDR530C,APA2
1356,YDR531W,CAB1
1357,YDR532C,KRE28
1358,YDR533C,HSP31
1359,YDR534C,FIT1
1360,YDR536W,STL1
1361,YDR538W,PAD1
1362,YDR539W,FDC1
1363,YDR540C,IRC4
1364,YDR541C,YDR541C
1365,YDR542W,PAU10
1366,YDR545W,YRF1-1
1367,YEL001C,IRC22
1368,YEL002C,WBP1
1369,YEL003W,GIM4
1370,YEL004W,YEA4
1371,YEL005C,VAB2
1372,YEL006W,YEA6
1373,YEL007W,MIT1
1374,YEL009C,GCN4
1375,YEL011W,GLC3
1376,YEL012W,UBC8
1377,YEL013W,VAC8
1378,YEL015W,EDC3
1379,YEL016C,NPP2
1380,YEL017C-A,PMP2
1381,YEL017W,GTT3
1382,YEL018W,EAF5
1383,YEL019C,MMS21
1384,YEL020C,YEL020C
1385,YEL020W-A,TIM9
1386,YEL021W,URA3
1387,YEL022W,GEA2
1388,YEL023C,YEL023C
1389,YEL024W,RIP1
1390,YEL025C,YEL025C
1391,YEL026W,SNU13
1392,YEL027W,VMA3
1393,YEL029C,BUD16
1394,YEL030W,ECM10
1395,YEL031W,SPF1
1396,YEL032W,MCM3
1397,YEL034W,HYP2
1398,YEL035C,UTR5
1399,YEL036C,ANP1
1400,YEL037C,RAD23
1401,YEL038W,UTR4
1402,YEL039C,CYC7
1403,YEL040W,UTR2
1404,YEL041W,YEF1
1405,YEL042W,GDA1
1406,YEL043W,YEL043W
1407,YEL044W,IES6
1408,YEL046C,GLY1
1409,YEL047C,FRD1
1410,YEL048C,TCA17
1411,YEL049W,PAU2
1412,YEL050C,RML2
1413,YEL051W,VMA8
1414,YEL052W,AFG1
1415,YEL053C,MAK10
1416,YEL054C,RPL12A
1417,YEL055C,POL5
1418,YEL056W,HAT2
1419,YEL057C,SDD1
1420,YEL058W,PCM1
1421,YEL059C-A,SOM1
1422,YEL060C,PRB1
1423,YEL061C,CIN8
1424,YEL062W,NPR2
1425,YEL063C,CAN1
1426,YEL064C,AVT2
1427,YEL065W,SIT1
1428,YEL066W,HPA3
1429,YEL069C,HXT13
1430,YEL070W,DSF1
1431,YEL071W,DLD3
1432,YEL072W,RMD6
1433,YEL073C,YEL073C
1434,YEL075C,YEL075C
1435,YEL076C,YEL076C
1436,YEL076C-A,YEL076C-A
1437,YEL077C,YEL077C
1438,YER001W,MNN1
1439,YER002W,NOP16
1440,YER003C,PMI40
1441,YER004W,FMP52
1442,YER005W,YND1
1443,YER006W,NUG1
1444,YER007C-A,TMA20
1445,YER007W,PAC2
1446,YER008C,SEC3
1447,YER009W,NTF2
1448,YER010C,YER010C
1449,YER011W,TIR1
1450,YER012W,PRE1
1451,YER013W,PRP22
1452,YER014C-A,BUD25
1453,YER014W,HEM14
1454,YER015W,FAA2
1455,YER016W,BIM1
1456,YER017C,AFG3
1457,YER018C,SPC25
1458,YER019C-A,SBH2
1459,YER019W,ISC1
1460,YER020W,GPA2
1461,YER021W,RPN3
1462,YER022W,SRB4
1463,YER023W,PRO3
1464,YER024W,YAT2
1465,YER025W,GCD11
1466,YER026C,CHO1
1467,YER027C,GAL83
1468,YER028C,MIG3
1469,YER029C,SMB1
1470,YER030W,CHZ1
1471,YER031C,YPT31
1472,YER032W,FIR1
1473,YER033C,ZRG8
1474,YER034W,YER034W
1475,YER035W,EDC2
1476,YER036C,ARB1
1477,YER037W,PHM8
1478,YER038C,KRE29
1479,YER039C,HVG1
1480,YER039C-A,YER039C-A
1481,YER040W,GLN3
1482,YER041W,YEN1
1483,YER042W,MXR1
1484,YER043C,SAH1
1485,YER044C,ERG28
1486,YER044C-A,MEI4
1487,YER045C,ACA1
1488,YER046W,SPO73
1489,YER047C,SAP1
1490,YER048C,CAJ1
1491,YER048W-A,ISD11
1492,YER049W,TPA1
1493,YER050C,RSM18
1494,YER051W,JHD1
1495,YER052C,HOM3
1496,YER053C,PIC2
1497,YER053C-A,YER053C-A
1498,YER054C,GIP2
1499,YER055C,HIS1
1500,YER056C,FCY2
1501,YER056C-A,RPL34A
1502,YER057C,HMF1
1503,YER058W,PET117
1504,YER059W,PCL6
1505,YER060W,FCY21
1506,YER060W-A,FCY22
1507,YER061C,CEM1
1508,YER062C,GPP2
1509,YER063W,THO1
1510,YER064C,VHR2
1511,YER065C,ICL1
1512,YER066W,RRT13
1513,YER067W,RGI1
1514,YER068W,MOT2
1515,YER069W,"ARG5,6"
1516,YER070W,RNR1
1517,YER071C,TDA2
1518,YER072W,VTC1
1519,YER073W,ALD5
1520,YER074W,RPS24A
1521,YER074W-A,YOS1
1522,YER075C,PTP3
1523,YER076C,YER076C
1524,YER077C,MRX1
1525,YER078C,ICP55
1526,YER079W,YER079W
1527,YER080W,AIM9
1528,YER081W,SER3
1529,YER082C,UTP7
1530,YER083C,GET2
1531,YER085C,YER085C
1532,YER086W,ILV1
1533,YER087C-B,SBH1
1534,YER087W,AIM10
1535,YER088C,DOT6
1536,YER089C,PTC2
1537,YER090W,TRP2
1538,YER091C,MET6
1539,YER092W,IES5
1540,YER093C,TSC11
1541,YER093C-A,AIM11
1542,YER094C,PUP3
1543,YER095W,RAD51
1544,YER096W,SHC1
1545,YER098W,UBP9
1546,YER099C,PRS2
1548,YER101C,AST2
1549,YER102W,RPS8B
1550,YER103W,SSA4
1551,YER104W,RTT105
1552,YER105C,NUP157
1553,YER106W,MAM1
1554,YER107C,GLE2
1555,YER109C,FLO8
1556,YER110C,KAP123
1557,YER111C,SWI4
1558,YER112W,LSM4
1559,YER113C,TMN3
1560,YER114C,BOI2
1561,YER115C,SPR6
1562,YER116C,SLX8
1563,YER117W,RPL23B
1564,YER118C,SHO1
1565,YER119C,AVT6
1566,YER120W,SCS2
1567,YER122C,GLO3
1568,YER123W,YCK3
1569,YER124C,DSE1
1570,YER125W,RSP5
1571,YER126C,NSA2
1572,YER127W,LCP5
1573,YER128W,VFA1
1574,YER129W,SAK1
1575,YER130C,COM2
1576,YER131W,RPS26B
1577,YER132C,PMD1
1578,YER133W,GLC7
1579,YER134C,YER134C
1580,YER136W,GDI1
1581,YER137C,YER137C
1582,YER138W-A,YER138W-A
1583,YER139C,RTR1
1584,YER140W,EMP65
1585,YER141W,COX15
1586,YER142C,MAG1
1587,YER143W,DDI1
1588,YER144C,UBP5
1589,YER145C,FTR1
1590,YER146W,LSM5
1591,YER147C,SCC4
1592,YER148W,SPT15
1593,YER149C,PEA2
1594,YER150W,SPI1
1595,YER151C,UBP3
1596,YER152C,YER152C
1597,YER153C,PET122
1598,YER154W,OXA1
1599,YER155C,BEM2
1600,YER156C,YER156C
1601,YER157W,COG3
1602,YER158C,YER158C
1603,YER159C,BUR6
1604,YER161C,SPT2
1605,YER162C,RAD4
1606,YER163C,GCG1
1607,YER164W,CHD1
1608,YER165W,PAB1
1609,YER166W,DNF1
1610,YER167W,BCK2
1611,YER168C,CCA1
1612,YER169W,RPH1
1613,YER170W,ADK2
1614,YER171W,RAD3
1615,YER172C,BRR2
1616,YER173W,RAD24
1617,YER174C,GRX4
1618,YER175C,TMT1
1619,YER176W,ECM32
1620,YER177W,BMH1
1621,YER178W,PDA1
1622,YER179W,DMC1
1623,YER180C,ISC10
1624,YER182W,FMP10
1625,YER183C,FAU1
1626,YER184C,TOG1
1627,YER185W,PUG1
1628,YER186C,YER186C
1629,YER187W,YER187W
1630,YER189W,YER189W
1631,YER190W,YRF1-2
1632,YFL001W,DEG1
1633,YFL002C,SPB4
1634,YFL003C,MSH4
1635,YFL004W,VTC2
1636,YFL005W,SEC4
1637,YFL007W,BLM10
1638,YFL008W,SMC1
1639,YFL009W,CDC4
1640,YFL010C,WWM1
1641,YFL010W-A,AUA1
1642,YFL011W,HXT10
1644,YFL013C,IES1
1645,YFL014W,HSP12
1646,YFL016C,MDJ1
1647,YFL017C,GNA1
1648,YFL017W-A,SMX2
1649,YFL018C,LPD1
1650,YFL020C,PAU5
1651,YFL021W,GAT1
1652,YFL022C,FRS2
1653,YFL023W,BUD27
1654,YFL024C,EPL1
1655,YFL025C,BST1
1656,YFL026W,STE2
1657,YFL027C,GYP8
1658,YFL028C,CAF16
1659,YFL029C,CAK1
1660,YFL030W,AGX1
1661,YFL031W,HAC1
1662,YFL033C,RIM15
1663,YFL034C-A,RPL22B
1664,YFL034C-B,MOB2
1665,YFL034W,MIL1
1666,YFL036W,RPO41
1667,YFL037W,TUB2
1668,YFL038C,YPT1
1669,YFL039C,ACT1
1670,YFL040W,YFL040W
1671,YFL041W,FET5
1672,YFL042C,LAM5
1673,YFL044C,OTU1
1674,YFL045C,SEC53
1675,YFL046W,FMP32
1676,YFL047W,RGD2
1677,YFL048C,EMP47
1678,YFL049W,SWP82
1679,YFL050C,ALR2
1680,YFL051C,YFL051C
1681,YFL052W,ZNF1
1682,YFL053W,DAK2
1683,YFL054C,YFL054C
1684,YFL055W,AGP3
1685,YFL056C,AAD6
1686,YFL057C,AAD6
1687,YFL058W,THI5
1688,YFL059W,SNZ3
1689,YFL060C,SNO3
1690,YFL061W,DDI2
1691,YFL062W,COS4
1692,YFL064C,YFL064C
1693,YFL065C,YFL065C
1694,YFL066C,YFL066C
1695,YFL067W,YFL067W
1696,YFL068W,YFL068W
1697,YFR001W,LOC1
1698,YFR002W,NIC96
1699,YFR003C,YPI1
1700,YFR004W,RPN11
1701,YFR005C,SAD1
1702,YFR006W,YFR006W
1704,YFR008W,FAR7
1705,YFR009W,GCN20
1706,YFR010W,UBP6
1707,YFR011C,MIC19
1708,YFR012W,DCV1
1709,YFR012W-A,YFR012W-A
1710,YFR013W,IOC3
1711,YFR014C,CMK1
1712,YFR015C,GSY1
1713,YFR016C,YFR016C
1714,YFR017C,IGD1
1716,YFR019W,FAB1
1717,YFR021W,ATG18
1718,YFR022W,ROG3
1719,YFR023W,PES4
1720,YFR024C-A,LSB3
1721,YFR025C,HIS2
1723,YFR027W,ECO1
1724,YFR028C,CDC14
1725,YFR029W,PTR3
1726,YFR030W,MET10
1727,YFR031C,SMC2
1728,YFR031C-A,RPL2A
1729,YFR032C,RRT5
1730,YFR032C-A,RPL29
1731,YFR033C,QCR6
1732,YFR034C,PHO4
1733,YFR035C,YFR035C
1734,YFR036W,CDC26
1735,YFR037C,RSC8
1736,YFR038W,IRC5
1737,YFR039C,OSW7
1738,YFR040W,SAP155
1739,YFR041C,ERJ5
1740,YFR042W,KEG1
1741,YFR043C,IRC6
1742,YFR044C,DUG1
1743,YFR045W,YFR045W
1744,YFR046C,CNN1
1745,YFR047C,BNA6
1746,YFR048W,RMD8
1747,YFR049W,YMR31
1748,YFR050C,PRE4
1749,YFR051C,RET2
1750,YFR052W,RPN12
1751,YFR053C,HXK1
1752,YFR055W,IRC7
1753,YFR057W,YFR057W
1754,YGL001C,ERG26
1755,YGL002W,ERP6
1756,YGL003C,CDH1
1757,YGL004C,RPN14
1758,YGL005C,COG7
1759,YGL006W,PMC1
1760,YGL008C,PMA1
1761,YGL009C,LEU1
1762,YGL010W,MPO1
1763,YGL011C,SCL1
1764,YGL012W,ERG4
1765,YGL013C,PDR1
1766,YGL014W,PUF4
1767,YGL015C,YGL015C
1768,YGL016W,KAP122
1770,YGL018C,JAC1
1771,YGL019W,CKB1
1772,YGL020C,GET1
1773,YGL021W,ALK1
1774,YGL022W,STT3
1775,YGL023C,PIB2
1776,YGL025C,PGD1
1777,YGL026C,TRP5
1778,YGL027C,CWH41
1779,YGL028C,SCW11
1780,YGL029W,CGR1
1781,YGL030W,RPL30
1782,YGL031C,RPL24A
1783,YGL032C,AGA2
1784,YGL033W,HOP2
1785,YGL035C,MIG1
1786,YGL036W,YGL036W
1787,YGL037C,PNC1
1788,YGL038C,OCH1
1789,YGL039W,YGL039W
1790,YGL040C,HEM2
1791,YGL043W,DST1
1792,YGL044C,RNA15
1793,YGL045W,RIM8
1794,YGL047W,ALG13
1795,YGL048C,RPT6
1796,YGL049C,TIF4632
1797,YGL050W,TYW3
1798,YGL051W,MST27
1799,YGL053W,PRM8
1800,YGL054C,ERV14
1801,YGL055W,OLE1
1802,YGL056C,SDS23
1803,YGL057C,GEP7
1804,YGL058W,RAD6
1805,YGL059W,PKP2
1806,YGL060W,YBP2
1807,YGL061C,DUO1
1808,YGL062W,PYC1
1809,YGL063W,PUS2
1810,YGL064C,MRH4
1811,YGL065C,ALG2
1812,YGL066W,SGF73
1813,YGL067W,NPY1
1814,YGL068W,MNP1
1815,YGL070C,RPB9
1816,YGL071W,AFT1
1817,YGL073W,HSF1
1818,YGL075C,MPS2
1819,YGL076C,RPL7A
1820,YGL077C,HNM1
1821,YGL078C,DBP3
1822,YGL079W,KXD1
1823,YGL080W,MPC1
1824,YGL081W,YGL081W
1825,YGL082W,YGL082W
1826,YGL083W,SCY1
1827,YGL084C,GUP1
1828,YGL085W,LCL3
1829,YGL086W,MAD1
1830,YGL087C,MMS2
1831,YGL089C,MF(ALPHA)2
1832,YGL090W,LIF1
1833,YGL091C,NBP35
1834,YGL092W,NUP145
1835,YGL093W,SPC105
1836,YGL094C,PAN2
1837,YGL095C,VPS45
1838,YGL096W,TOS8
1839,YGL097W,SRM1
1840,YGL098W,USE1
1841,YGL099W,LSG1
1842,YGL100W,SEH1
1843,YGL101W,YGL101W
1844,YGL103W,RPL28
1845,YGL104C,VPS73
1846,YGL105W,ARC1
1847,YGL106W,MLC1
1848,YGL107C,RMD9
1849,YGL108C,YGL108C
1850,YGL110C,CUE3
1851,YGL111W,NSA1
1852,YGL112C,TAF6
1853,YGL113W,SLD3
1854,YGL114W,YGL114W
1855,YGL115W,SNF4
1856,YGL116W,CDC20
1857,YGL117W,YGL117W
1858,YGL119W,COQ8
1859,YGL120C,PRP43
1860,YGL121C,GPG1
1861,YGL122C,NAB2
1862,YGL123W,RPS2
1863,YGL124C,MON1
1864,YGL125W,MET13
1865,YGL126W,SCS3
1866,YGL127C,SOH1
1867,YGL128C,CWC23
1868,YGL129C,RSM23
1869,YGL130W,CEG1
1870,YGL131C,SNT2
1871,YGL133W,ITC1
1872,YGL134W,PCL10
1873,YGL135W,RPL1B
1874,YGL136C,MRM2
1875,YGL137W,SEC27
1876,YGL138C,YGL138C
1877,YGL139W,FLC3
1878,YGL140C,YGL140C
1879,YGL141W,HUL5
1880,YGL142C,GPI10
1881,YGL143C,MRF1
1882,YGL144C,ROG1
1883,YGL145W,TIP20
1884,YGL146C,RRT6
1885,YGL147C,RPL9A
1886,YGL148W,ARO2
1887,YGL150C,INO80
1888,YGL151W,NUT1
1889,YGL153W,PEX14
1890,YGL154C,LYS5
1891,YGL155W,CDC43
1892,YGL156W,AMS1
1893,YGL157W,ARI1
1894,YGL158W,RCK1
1895,YGL159W,YGL159W
1896,YGL160W,AIM14
1897,YGL161C,YIP5
1898,YGL162W,SUT1
1899,YGL163C,RAD54
1900,YGL164C,YRB30
1901,YGL166W,CUP2
1902,YGL167C,PMR1
1903,YGL168W,HUR1
1904,YGL169W,SUA5
1905,YGL170C,SPO74
1906,YGL171W,ROK1
1907,YGL172W,NUP49
1908,YGL173C,XRN1
1909,YGL174W,BUD13
1910,YGL175C,SAE2
1911,YGL176C,YGL176C
1912,YGL178W,MPT5
1913,YGL179C,TOS3
1914,YGL180W,ATG1
1915,YGL181W,GTS1
1916,YGL183C,MND1
1917,YGL184C,STR3
1918,YGL185C,YGL185C
1919,YGL186C,TPN1
1920,YGL187C,COX4
1921,YGL189C,RPS26A
1922,YGL190C,CDC55
1923,YGL191W,COX13
1924,YGL192W,IME4
1925,YGL194C,HOS2
1926,YGL195W,GCN1
1927,YGL196W,DSD1
1928,YGL197W,MDS3
1929,YGL198W,YIP4
1930,YGL200C,EMP24
1931,YGL201C,MCM6
1932,YGL202W,ARO8
1933,YGL203C,KEX1
1934,YGL205W,POX1
1935,YGL206C,CHC1
1936,YGL207W,SPT16
1937,YGL208W,SIP2
1938,YGL209W,MIG2
1939,YGL210W,YPT32
1940,YGL211W,NCS6
1941,YGL212W,VAM7
1942,YGL213C,SKI8
1943,YGL215W,CLG1
1944,YGL216W,KIP3
1945,YGL219C,MDM34
1946,YGL220W,FRA2
1947,YGL221C,NIF3
1948,YGL222C,EDC1
1949,YGL223C,COG1
1950,YGL224C,SDT1
1951,YGL225W,VRG4
1952,YGL226C-A,OST5
1953,YGL226W,MTC3
1954,YGL227W,VID30
1955,YGL228W,SHE10
1956,YGL229C,SAP4
1957,YGL230C,YGL230C
1958,YGL231C,EMC4
1959,YGL232W,TAN1
1960,YGL233W,SEC15
1961,YGL234W,"ADE5,7"
1962,YGL236C,MTO1
1963,YGL237C,HAP2
1964,YGL238W,CSE1
1965,YGL240W,DOC1
1966,YGL241W,KAP114
1967,YGL242C,YGL242C
1968,YGL243W,TAD1
1969,YGL244W,RTF1
1970,YGL245W,GUS1
1971,YGL246C,RAI1
1972,YGL247W,BRR6
1973,YGL248W,PDE1
1974,YGL249W,ZIP2
1975,YGL250W,RMR1
1976,YGL251C,HFM1
1977,YGL252C,RTG2
1978,YGL253W,HXK2
1979,YGL254W,FZF1
1980,YGL255W,ZRT1
1981,YGL256W,ADH4
1982,YGL257C,MNT2
1983,YGL258W,VEL1
1984,YGL258W-A,YGL258W-A
1985,YGL259W,YPS5
1986,YGL261C,PAU11
1987,YGL262W,YGL262W
1988,YGL263W,COS12
1989,YGR001C,EFM5
1990,YGR002C,SWC4
1991,YGR003W,CUL3
1992,YGR004W,PEX31
1993,YGR005C,TFG2
1994,YGR006W,PRP18
1995,YGR007W,ECT1
1996,YGR008C,STF2
1997,YGR009C,SEC9
1998,YGR010W,NMA2
1999,YGR012W,YGR012W
2000,YGR013W,SNU71
2001,YGR014W,MSB2
2002,YGR015C,YGR015C
2003,YGR016W,YGR016W
2004,YGR017W,YGR017W
2005,YGR019W,UGA1
2006,YGR020C,VMA7
2007,YGR021W,YGR021W
2008,YGR023W,MTL1
2009,YGR024C,THG1
2010,YGR026W,YGR026W
2011,YGR027C,RPS25A
2012,YGR028W,MSP1
2013,YGR029W,ERV1
2014,YGR030C,POP6
2015,YGR031W,IMO32
2016,YGR032W,GSC2
2017,YGR033C,TIM21
2018,YGR034W,RPL26B
2019,YGR035C,YGR035C
2020,YGR036C,CAX4
2021,YGR037C,ACB1
2022,YGR038W,ORM1
2023,YGR040W,KSS1
2024,YGR041W,BUD9
2025,YGR042W,YGR042W
2026,YGR043C,NQM1
2027,YGR044C,RME1
2028,YGR045C,YGR045C
2029,YGR046W,TAM41
2030,YGR047C,TFC4
2031,YGR048W,UFD1
2032,YGR049W,SCM4
2033,YGR052W,FMP48
2034,YGR053C,YGR053C
2035,YGR054W,YGR054W
2036,YGR055W,MUP1
2037,YGR056W,RSC1
2038,YGR057C,LST7
2039,YGR058W,PEF1
2040,YGR059W,SPR3
2041,YGR060W,ERG25
2042,YGR061C,ADE6
2043,YGR062C,COX18
2044,YGR063C,SPT4
2045,YGR065C,VHT1
2046,YGR066C,YGR066C
2047,YGR067C,YGR067C
2048,YGR068C,ART5
2049,YGR070W,ROM1
2050,YGR071C,ENV11
2051,YGR072W,UPF3
2052,YGR074W,SMD1
2053,YGR075C,PRP38
2054,YGR076C,MRPL25
2055,YGR077C,PEX8
2056,YGR078C,PAC10
2057,YGR079W,YGR079W
2058,YGR080W,TWF1
2059,YGR081C,SLX9
2060,YGR082W,TOM20
2061,YGR083C,GCD2
2062,YGR084C,MRP13
2063,YGR085C,RPL11B
2064,YGR086C,PIL1
2065,YGR087C,PDC6
2066,YGR088W,CTT1
