,ID_REF,IDENTIFIER
3068,YKL007W,CAP1
3069,YKL008C,LAC1
3070,YKL009W,MRT4
3072,YKL011C,CCE1
3073,YKL012W,PRP40
3074,YKL013C,ARC19
3075,YKL014C,URB1
3076,YKL015W,PUT3
3077,YKL016C,ATP7
3078,YKL017C,HCS1
3079,YKL018C-A,YKL018C-A
3080,YKL018W,SWD2
3081,YKL019W,RAM2
3082,YKL020C,SPT23
3083,YKL021C,MAK11
3084,YKL022C,CDC16
3085,YKL023W,YKL023W
3086,YKL024C,URA6
3087,YKL025C,PAN3
3088,YKL026C,GPX1
3089,YKL027W,TCD2
3090,YKL028W,TFA1
3091,YKL029C,MAE1
3092,YKL032C,IXR1
3093,YKL033W,TTI1
3094,YKL033W-A,YKL033W-A
3095,YKL034W,TUL1
3096,YKL035W,UGP1
3097,YKL038W,RGT1
3098,YKL039W,PTM1
3099,YKL040C,NFU1
3100,YKL041W,VPS24
3101,YKL042W,SPC42
3102,YKL043W,PHD1
3103,YKL045W,PRI2
3104,YKL046C,DCW1
3105,YKL047W,ANR2
3106,YKL048C,ELM1
3107,YKL049C,CSE4
3108,YKL050C,YKL050C
3109,YKL051W,SFK1
3110,YKL052C,ASK1
3111,YKL053C-A,MDM35
3112,YKL054C,DEF1
3113,YKL055C,OAR1
3114,YKL056C,TMA19
3115,YKL057C,NUP120
3116,YKL058W,TOA2
3117,YKL059C,MPE1
3118,YKL060C,FBA1
3119,YKL061W,BLI1
3120,YKL062W,MSN4
3121,YKL063C,YKL063C
3122,YKL064W,MNR2
3123,YKL065C,YET1
3124,YKL067W,YNK1
3125,YKL068W,NUP100
3126,YKL069W,YKL069W
3127,YKL070W,YKL070W
3128,YKL071W,YKL071W
3129,YKL072W,STB6
3130,YKL073W,LHS1
3131,YKL074C,MUD2
3132,YKL075C,YKL075C
3133,YKL077W,YKL077W
3134,YKL078W,DHR2
3135,YKL079W,SMY1
3136,YKL080W,VMA5
3137,YKL081W,TEF4
3138,YKL082C,RRP14
3139,YKL084W,HOT13
3140,YKL085W,MDH1
3141,YKL086W,SRX1
3142,YKL087C,CYT2
3143,YKL088W,CAB3
3144,YKL089W,MIF2
3145,YKL090W,CUE2
3146,YKL091C,YKL091C
3147,YKL092C,BUD2
3148,YKL093W,MBR1
3149,YKL094W,YJU3
3150,YKL095W,YJU2
3151,YKL096W,CWP1
3152,YKL096W-A,CWP2
3153,YKL098W,MTC2
3154,YKL099C,UTP11
3155,YKL100C,YPF1
3156,YKL101W,HSL1
3157,YKL103C,APE1
3158,YKL104C,GFA1
3159,YKL105C,SEG2
3160,YKL106C-A,YKL106C-A
3161,YKL106W,AAT1
3162,YKL107W,YKL107W
3163,YKL108W,SLD2
3165,YKL110C,KTI12
3166,YKL112W,ABF1
3167,YKL113C,RAD27
3168,YKL114C,APN1
3169,YKL116C,PRR1
3170,YKL117W,SBA1
3171,YKL119C,VPH2
3172,YKL120W,OAC1
3173,YKL121W,DGR2
3174,YKL122C,SRP21
3175,YKL124W,SSH4
3176,YKL125W,RRN3
3177,YKL126W,YPK1
3178,YKL127W,PGM1
3179,YKL128C,PMU1
3180,YKL129C,MYO3
3181,YKL130C,SHE2
3182,YKL132C,RMA1
3183,YKL133C,YKL133C
3184,YKL134C,OCT1
3185,YKL135C,APL2
3186,YKL137W,CMC1
3187,YKL138C,MRPL31
3188,YKL138C-A,HSK3
3189,YKL139W,CTK1
3190,YKL140W,TGL1
3191,YKL141W,SDH3
3192,YKL142W,MRP8
3193,YKL143W,LTV1
3194,YKL144C,RPC25
3195,YKL145W,RPT1
3196,YKL146W,AVT3
3197,YKL148C,SDH1
3198,YKL149C,DBR1
3199,YKL150W,MCR1
3200,YKL151C,YKL151C
3201,YKL152C,GPM1
3202,YKL154W,SRP102
3203,YKL155C,RSM22
3204,YKL156W,RPS27A
3205,YKL157W,APE2
3206,YKL159C,RCN1
3207,YKL160W,ELF1
3208,YKL161C,KDX1
3209,YKL162C,YKL162C
3210,YKL163W,PIR3
3211,YKL164C,PIR1
3212,YKL165C,MCD4
3213,YKL166C,TPK3
3214,YKL167C,MRP49
3215,YKL168C,KKQ8
3216,YKL170W,MRPL38
3217,YKL171W,NNK1
3218,YKL172W,EBP2
3219,YKL173W,SNU114
3220,YKL174C,TPO5
3221,YKL175W,ZRT3
3222,YKL176C,LST4
3223,YKL178C,STE3
3224,YKL179C,COY1
3225,YKL180W,RPL17A
3226,YKL181W,PRS1
3227,YKL182W,FAS1
3228,YKL183W,LOT5
3229,YKL184W,SPE1
3230,YKL185W,ASH1
3231,YKL186C,MTR2
3232,YKL187C,FAT3
3233,YKL188C,PXA2
3234,YKL189W,HYM1
3235,YKL190W,CNB1
3236,YKL191W,DPH2
3237,YKL192C,ACP1
3238,YKL193C,SDS22
3239,YKL194C,MST1
3240,YKL195W,MIA40
3241,YKL196C,YKT6
3242,YKL197C,PEX1
3243,YKL198C,PTK1
3244,YKL201C,MNN4
3245,YKL203C,TOR2
3246,YKL204W,EAP1
3247,YKL205W,LOS1
3248,YKL206C,ADD66
3249,YKL207W,EMC3
3250,YKL208W,CBT1
3251,YKL209C,STE6
3252,YKL210W,UBA1
3253,YKL211C,TRP3
3254,YKL212W,SAC1
3255,YKL213C,DOA1
3256,YKL214C,YRA2
3257,YKL215C,OXP1
3258,YKL216W,URA1
3259,YKL217W,JEN1
3260,YKL218C,SRY1
3261,YKL219W,COS9
3262,YKL220C,FRE2
3263,YKL221W,MCH2
3264,YKL222C,YKL222C
3265,YKL224C,PAU16
3266,YKR001C,VPS1
3267,YKR002W,PAP1
3268,YKR003W,OSH6
3269,YKR004C,ECM9
3270,YKR005C,YKR005C
3271,YKR006C,MRPL13
3272,YKR007W,MEH1
3273,YKR008W,RSC4
3274,YKR009C,FOX2
3275,YKR010C,TOF2
3276,YKR011C,YKR011C
3277,YKR013W,PRY2
3278,YKR014C,YPT52
3279,YKR015C,YKR015C
3280,YKR016W,MIC60
3281,YKR017C,HEL1
3282,YKR018C,YKR018C
3283,YKR019C,IRS4
3284,YKR020W,VPS51
3285,YKR021W,ALY1
3286,YKR022C,NTR2
3287,YKR023W,YKR023W
3288,YKR024C,DBP7
3289,YKR025W,RPC37
3290,YKR026C,GCN3
3291,YKR027W,BCH2
3292,YKR028W,SAP190
3293,YKR029C,SET3
3294,YKR030W,GMH1
3295,YKR031C,SPO14
3296,YKR034W,DAL80
3297,YKR035W-A,DID2
3298,YKR036C,CAF4
3299,YKR037C,SPC34
3300,YKR038C,KAE1
3301,YKR039W,GAP1
3302,YKR041W,YKR041W
3303,YKR042W,UTH1
3304,YKR043C,SHB17
3305,YKR044W,UIP5
3306,YKR045C,YKR045C
3307,YKR046C,PET10
3308,YKR048C,NAP1
3309,YKR049C,FMP46
3310,YKR050W,TRK2
3311,YKR051W,YKR051W
3312,YKR052C,MRS4
3313,YKR053C,YSR3
3314,YKR054C,DYN1
3315,YKR055W,RHO4
3316,YKR056W,TRM2
3317,YKR057W,RPS21A
3318,YKR058W,GLG1
3319,YKR059W,TIF1
3320,YKR060W,UTP30
3322,YKR062W,TFA2
3323,YKR063C,LAS1
3324,YKR064W,OAF3
3325,YKR065C,PAM17
3326,YKR066C,CCP1
3327,YKR067W,GPT2
3328,YKR068C,BET3
3329,YKR069W,MET1
3330,YKR070W,YKR070W
3331,YKR071C,DRE2
3332,YKR072C,SIS2
3333,YKR074W,AIM29
3334,YKR075C,YKR075C
3335,YKR076W,ECM4
3336,YKR077W,MSA2
3337,YKR078W,YKR078W
3338,YKR079C,TRZ1
3339,YKR080W,MTD1
3340,YKR081C,RPF2
3341,YKR082W,NUP133
3342,YKR083C,DAD2
3343,YKR084C,HBS1
3344,YKR085C,MRPL20
3345,YKR086W,PRP16
3346,YKR087C,OMA1
3347,YKR088C,TVP38
3348,YKR089C,TGL4
3349,YKR090W,PXL1
3350,YKR091W,SRL3
3351,YKR092C,SRP40
3352,YKR093W,PTR2
3353,YKR094C,RPL40B
3354,YKR095W,MLP1
3355,YKR096W,ESL2
3356,YKR097W,PCK1
3357,YKR098C,UBP11
3358,YKR099W,BAS1
3359,YKR100C,SKG1
3360,YKR101W,SIR1
3361,YKR102W,FLO10
3362,YKR103W,NFT1
3363,YKR104W,YKR104W
3364,YKR105C,VBA5
3365,YKR106W,GEX2
3366,YLL001W,DNM1
3367,YLL002W,RTT109
3368,YLL003W,SFI1
3369,YLL004W,ORC3
3370,YLL005C,SPO75
3371,YLL006W,MMM1
3372,YLL007C,LMO1
3373,YLL008W,DRS1
3374,YLL009C,COX17
3375,YLL010C,PSR1
3376,YLL011W,SOF1
3377,YLL012W,YEH1
3378,YLL013C,PUF3
3379,YLL014W,EMC6
3380,YLL015W,BPT1
3381,YLL018C,DPS1
3382,YLL018C-A,COX19
3383,YLL019C,KNS1
3384,YLL021W,SPA2
3385,YLL022C,HIF1
3386,YLL023C,POM33
3387,YLL024C,SSA2
3388,YLL025W,PAU17
3389,YLL026W,HSP104
3390,YLL027W,ISA1
3391,YLL028W,TPO1
3392,YLL029W,FRA1
3393,YLL031C,GPI13
3394,YLL032C,YLL032C
3395,YLL033W,IRC19
3396,YLL034C,RIX7
3397,YLL035W,GRC3
3398,YLL036C,PRP19
3399,YLL038C,ENT4
3400,YLL039C,UBI4
3401,YLL040C,VPS13
3402,YLL041C,SDH2
3403,YLL042C,ATG10
3404,YLL043W,FPS1
3405,YLL045C,RPL8B
3406,YLL046C,RNP1
3407,YLL048C,YBT1
3408,YLL049W,LDB18
3409,YLL050C,COF1
3410,YLL051C,FRE6
3411,YLL052C,AQY2
3412,YLL053C,YLL053C
3413,YLL054C,YLL054C
3414,YLL055W,YCT1
3415,YLL056C,YLL056C
3416,YLL057C,JLP1
3417,YLL058W,YLL058W
3418,YLL060C,GTT2
3419,YLL061W,MMP1
3420,YLL062C,MHT1
3421,YLL063C,AYT1
3422,YLL064C,PAU18
3423,YLL066C,YLL066C
3424,YLL067C,YLL067C
3425,YLR001C,YLR001C
3426,YLR002C,NOC3
3427,YLR003C,CMS1
3428,YLR004C,THI73
3429,YLR005W,SSL1
3430,YLR006C,SSK1
3431,YLR007W,NSE1
3432,YLR008C,PAM18
3433,YLR009W,RLP24
3434,YLR010C,TEN1
3435,YLR011W,LOT6
3436,YLR012C,YLR012C
3437,YLR013W,GAT3
3438,YLR014C,PPR1
3439,YLR015W,BRE2
3440,YLR016C,PML1
3441,YLR017W,MEU1
3442,YLR018C,POM34
3443,YLR019W,PSR2
3444,YLR020C,YEH2
3445,YLR021W,IRC25
3446,YLR022C,SDO1
3447,YLR023C,IZH3
3448,YLR024C,UBR2
3449,YLR025W,SNF7
3450,YLR026C,SED5
3451,YLR027C,AAT2
3452,YLR028C,ADE16
3453,YLR029C,RPL15A
3454,YLR030W,YLR030W
3455,YLR031W,YLR031W
3456,YLR032W,RAD5
3457,YLR033W,RSC58
3458,YLR034C,SMF3
3459,YLR035C,MLH2
3460,YLR036C,YLR036C
3461,YLR037C,PAU23
3462,YLR038C,COX12
3463,YLR039C,RIC1
3464,YLR040C,AFB1
3465,YLR042C,YLR042C
3466,YLR043C,TRX1
3467,YLR044C,PDC1
3468,YLR045C,STU2
3469,YLR046C,YLR046C
3471,YLR048W,RPS0B
3472,YLR049C,YLR049C
3473,YLR050C,YLR050C
3474,YLR051C,FCF2
3475,YLR052W,IES3
3476,YLR053C,YLR053C
3477,YLR054C,OSW2
3478,YLR055C,SPT8
3479,YLR056W,ERG3
3480,YLR057W,MNL2
3481,YLR058C,SHM2
3482,YLR059C,REX2
3483,YLR060W,FRS1
3484,YLR061W,RPL22A
3485,YLR063W,BMT6
3486,YLR064W,PER33
3487,YLR065C,ENV10
3488,YLR066W,SPC3
3489,YLR067C,PET309
3490,YLR068W,FYV7
3491,YLR069C,MEF1
3492,YLR070C,XYL2
3493,YLR071C,RGR1
3494,YLR072W,LAM6
3495,YLR073C,RFU1
3496,YLR074C,BUD20
3497,YLR075W,RPL10
3498,YLR077W,FMP25
3499,YLR078C,BOS1
3500,YLR079W,SIC1
3501,YLR080W,EMP46
3502,YLR081W,GAL2
3503,YLR082C,SRL2
3504,YLR083C,EMP70
3505,YLR084C,RAX2
3506,YLR085C,ARP6
3507,YLR086W,SMC4
3508,YLR087C,CSF1
3509,YLR088W,GAA1
3510,YLR089C,ALT1
3511,YLR090W,XDJ1
3512,YLR091W,GEP5
3513,YLR092W,SUL2
3514,YLR093C,NYV1
3515,YLR094C,GIS3
3516,YLR095C,IOC2
3517,YLR096W,KIN2
3518,YLR097C,HRT3
3519,YLR098C,CHA4
3520,YLR099C,ICT1
3521,YLR099W-A,MIM2
3522,YLR100W,ERG27
3523,YLR102C,APC9
3524,YLR103C,CDC45
3525,YLR104W,LCL2
3526,YLR105C,SEN2
3527,YLR106C,MDN1
3528,YLR107W,REX3
3529,YLR108C,YLR108C
3530,YLR109W,AHP1
3531,YLR110C,CCW12
3532,YLR113W,HOG1
3533,YLR114C,AVL9
3534,YLR115W,CFT2
3535,YLR116W,MSL5
3536,YLR117C,CLF1
3537,YLR118C,YLR118C
3538,YLR119W,SRN2
3539,YLR120C,YPS1
3540,YLR121C,YPS3
3541,YLR125W,YLR125W
3542,YLR126C,YLR126C
3543,YLR127C,APC2
3544,YLR128W,DCN1
3545,YLR129W,DIP2
3546,YLR130C,ZRT2
3547,YLR131C,ACE2
3548,YLR132C,USB1
3549,YLR133W,CKI1
3550,YLR134W,PDC5
3551,YLR135W,SLX4
3552,YLR136C,TIS11
3553,YLR137W,RKM5
3554,YLR138W,NHA1
3555,YLR139C,SLS1
3556,YLR141W,RRN5
3557,YLR142W,PUT1
3558,YLR143W,DPH6
3559,YLR144C,ACF2
3560,YLR145W,RMP1
3561,YLR146C,SPE4
3562,YLR147C,SMD3
3563,YLR148W,PEP3
3564,YLR149C,YLR149C
3565,YLR150W,STM1
3566,YLR151C,PCD1
3567,YLR152C,YLR152C
3568,YLR153C,ACS2
3569,YLR154C,RNH203
3570,YLR154W-A,TAR1
3571,YLR155C,ASP3-1
3572,YLR156W,YLR156W
3573,YLR157C,ASP3-2
3574,YLR158C,ASP3-3
3575,YLR159W,YLR159W
3576,YLR160C,ASP3-4
3577,YLR161W,YLR161W
3578,YLR162W,YLR162W
3579,YLR163C,MAS1
3580,YLR164W,SHH4
3581,YLR165C,PUS5
3582,YLR166C,SEC10
3583,YLR167W,RPS31
3584,YLR168C,UPS2
3585,YLR170C,APS1
3586,YLR172C,DPH5
3587,YLR173W,YLR173W
3588,YLR174W,IDP2
3589,YLR175W,CBF5
3590,YLR176C,RFX1
3591,YLR177W,YLR177W
3592,YLR178C,TFS1
3593,YLR179C,YLR179C
3594,YLR180W,SAM1
3595,YLR181C,VTA1
3596,YLR182W,SWI6
3597,YLR183C,TOS4
3598,YLR185W,RPL37A
3599,YLR186W,EMG1
3600,YLR187W,SKG3
3601,YLR188W,MDL1
3602,YLR189C,ATG26
3603,YLR190W,MMR1
3604,YLR191W,PEX13
3605,YLR192C,HCR1
3606,YLR193C,UPS1
3607,YLR194C,YLR194C
3608,YLR195C,NMT1
3609,YLR196W,PWP1
3610,YLR197W,NOP56
3611,YLR199C,PBA1
3612,YLR200W,YKE2
3613,YLR201C,COQ9
3614,YLR203C,MSS51
3615,YLR204W,QRI5
3616,YLR205C,HMX1
3617,YLR206W,ENT2
3618,YLR207W,HRD3
3619,YLR208W,SEC13
3620,YLR209C,PNP1
3621,YLR210W,CLB4
3622,YLR211C,ATG38
3623,YLR212C,TUB4
3624,YLR213C,CRR1
3625,YLR214W,FRE1
3626,YLR215C,CDC123
3627,YLR216C,CPR6
3628,YLR218C,COA4
3629,YLR219W,MSC3
3630,YLR220W,CCC1
3631,YLR221C,RSA3
3632,YLR222C,UTP13
3633,YLR223C,IFH1
3634,YLR224W,UCC1
3635,YLR225C,YLR225C
3636,YLR226W,BUR2
3637,YLR227C,ADY4
3638,YLR228C,ECM22
3639,YLR229C,CDC42
3640,YLR231C,BNA5
3641,YLR233C,EST1
3642,YLR234W,TOP3
3643,YLR237W,THI7
3644,YLR238W,FAR10
3645,YLR239C,LIP2
3646,YLR240W,VPS34
3647,YLR241W,CSC1
3648,YLR242C,ARV1
3649,YLR243W,GPN3
3650,YLR244C,MAP1
3651,YLR245C,CDD1
3652,YLR246W,ERF2
3653,YLR247C,IRC20
3654,YLR248W,RCK2
3655,YLR249W,YEF3
3656,YLR250W,SSP120
3657,YLR251W,SYM1
3658,YLR253W,MCP2
3659,YLR254C,NDL1
3660,YLR256W,HAP1
3661,YLR257W,YLR257W
3662,YLR258W,GSY2
3663,YLR259C,HSP60
3664,YLR260W,LCB5
3665,YLR262C,YPT6
3666,YLR262C-A,TMA7
3667,YLR263W,RED1
3668,YLR264W,RPS28B
3669,YLR265C,NEJ1
3670,YLR266C,PDR8
3671,YLR267W,BOP2
3672,YLR268W,SEC22
3673,YLR270W,DCS1
3674,YLR271W,CMG1
3675,YLR272C,YCS4
3676,YLR273C,PIG1
3677,YLR274W,MCM5
3678,YLR275W,SMD2
3679,YLR276C,DBP9
3680,YLR277C,YSH1
3681,YLR278C,YLR278C
3682,YLR281C,YLR281C
3683,YLR283W,YLR283W
3684,YLR284C,ECI1
3685,YLR285W,NNT1
3686,YLR286C,CTS1
3687,YLR287C,YLR287C
3688,YLR287C-A,RPS30A
3689,YLR288C,MEC3
3690,YLR289W,GUF1
3691,YLR290C,COQ11
3692,YLR291C,GCD7
3693,YLR292C,SEC72
3694,YLR293C,GSP1
3695,YLR295C,ATP14
3696,YLR297W,YLR297W
3697,YLR298C,YHC1
3698,YLR299W,ECM38
3699,YLR300W,EXG1
3700,YLR301W,HRI1
3701,YLR303W,MET17
3702,YLR304C,ACO1
3703,YLR305C,STT4
3704,YLR306W,UBC12
3705,YLR307W,CDA1
3706,YLR308W,CDA2
3707,YLR309C,IMH1
3708,YLR310C,CDC25
3709,YLR312C,ATG39
3710,YLR312W-A,MRPL15
3711,YLR313C,SPH1
3712,YLR314C,CDC3
3713,YLR316C,TAD3
3714,YLR318W,EST2
3715,YLR319C,BUD6
3716,YLR320W,MMS22
3717,YLR321C,SFH1
3718,YLR323C,CWC24
3719,YLR324W,PEX30
3720,YLR325C,RPL38
3721,YLR326W,YLR326W
3722,YLR327C,TMA10
3723,YLR328W,NMA1
3724,YLR329W,REC102
3725,YLR330W,CHS5
3726,YLR332W,MID2
3727,YLR333C,RPS25B
3728,YLR335W,NUP2
3729,YLR336C,SGD1
3730,YLR337C,VRP1
3731,YLR340W,RPP0
3732,YLR341W,SPO77
3733,YLR342W,FKS1
3734,YLR343W,GAS2
3735,YLR344W,RPL26A
3736,YLR345W,YLR345W
3737,YLR346C,CIS1
3738,YLR347C,KAP95
3739,YLR348C,DIC1
3740,YLR350W,ORM2
3741,YLR351C,NIT3
3742,YLR352W,YLR352W
3743,YLR353W,BUD8
3744,YLR354C,TAL1
3745,YLR355C,ILV5
3746,YLR356W,ATG33
3747,YLR357W,RSC2
3748,YLR359W,ADE13
3749,YLR360W,VPS38
3750,YLR361C,DCR2
3751,YLR362W,STE11
3752,YLR363C,NMD4
3753,YLR363W-A,YLR363W-A
3754,YLR364W,GRX8
3755,YLR367W,RPS22B
3756,YLR368W,MDM30
3757,YLR369W,SSQ1
3758,YLR370C,ARC18
3759,YLR371W,ROM2
3760,YLR372W,ELO3
3761,YLR373C,VID22
3762,YLR375W,STP3
3763,YLR376C,PSY3
3764,YLR377C,FBP1
3765,YLR378C,SEC61
3766,YLR380W,CSR1
3767,YLR381W,CTF3
3768,YLR382C,NAM2
3769,YLR383W,SMC6
3770,YLR384C,IKI3
3771,YLR385C,SWC7
3772,YLR386W,VAC14
3773,YLR387C,REH1
3774,YLR388W,RPS29A
3775,YLR389C,STE23
3776,YLR390W,ECM19
3777,YLR390W-A,CCW14
3778,YLR392C,ART10
3779,YLR393W,ATP10
3780,YLR394W,CST9
3781,YLR395C,COX8
3782,YLR396C,VPS33
3783,YLR397C,AFG2
3784,YLR398C,SKI2
3785,YLR399C,BDF1
3786,YLR401C,DUS3
3787,YLR403W,SFP1
3788,YLR404W,SEI1
3789,YLR405W,DUS4
3790,YLR406C,RPL31B
3791,YLR407W,YLR407W
3792,YLR408C,BLS1
3793,YLR409C,UTP21
3794,YLR410W,VIP1
3795,YLR411W,CTR3
3796,YLR412W,BER1
3797,YLR413W,INA1
3798,YLR414C,PUN1
3799,YLR415C,YLR415C
3800,YLR417W,VPS36
3801,YLR418C,CDC73
3802,YLR419W,YLR419W
3803,YLR420W,URA4
3804,YLR421C,RPN13
3805,YLR422W,DCK1
3806,YLR423C,ATG17
3807,YLR424W,SPP382
3808,YLR425W,TUS1
3809,YLR426W,TDA5
3810,YLR427W,MAG2
3811,YLR429W,CRN1
3812,YLR430W,SEN1
3813,YLR431C,ATG23
3814,YLR432W,IMD3
3815,YLR433C,CNA1
3816,YLR435W,TSR2
3817,YLR436C,ECM30
3818,YLR437C,DIF1
3819,YLR438C-A,LSM3
3820,YLR438W,CAR2
3821,YLR439W,MRPL4
3822,YLR440C,SEC39
3823,YLR441C,RPS1A
3824,YLR442C,SIR3
3825,YLR443W,ECM7
3826,YLR445W,GMC2
3827,YLR446W,YLR446W
3828,YLR447C,VMA6
3829,YLR448W,RPL6B
3830,YLR449W,FPR4
3831,YLR450W,HMG2
3832,YLR451W,LEU3
3833,YLR452C,SST2
3834,YLR453C,RIF2
3835,YLR454W,FMP27
3836,YLR455W,PDP3
3838,YLR457C,NBP1
3839,YLR459W,GAB1
3840,YLR460C,YLR460C
3841,YLR461W,PAU4
3842,YLR462W,YLR462W
3843,YLR464W,YLR464W
3844,YLR466W,YRF1-4
3845,YLR467W,YRF1-5
3846,YML001W,YPT7
3847,YML002W,YML002W
3848,YML003W,YML003W
3849,YML004C,GLO1
3850,YML005W,TRM12
3851,YML006C,GIS4
3852,YML007C-A,YML007C-A
3853,YML007W,YAP1
3854,YML008C,ERG6
3855,YML009C,MRPL39
3856,YML010W,SPT5
3857,YML011C,RAD33
3858,YML012W,ERV25
3859,YML013W,UBX2
3860,YML014W,TRM9
3861,YML015C,TAF11
3862,YML016C,PPZ1
3863,YML017W,PSP2
3864,YML018C,YML018C
3865,YML019W,OST6
3866,YML020W,YML020W
3867,YML021C,UNG1
3868,YML022W,APT1
3869,YML023C,NSE5
3870,YML024W,RPS17A
3871,YML025C,YML6
3872,YML026C,RPS18B
3873,YML027W,YOX1
3874,YML028W,TSA1
3875,YML029W,USA1
3876,YML030W,RCF1
3877,YML031W,NDC1
3878,YML032C,RAD52
3879,YML034W,SRC1
3880,YML035C,AMD1
3881,YML036W,CGI121
3882,YML037C,YML037C
3883,YML038C,YMD8
3884,YML041C,VPS71
3885,YML042W,CAT2
3886,YML043C,RRN11
3887,YML046W,PRP39
3888,YML047C,PRM6
3889,YML048W,GSF2
3890,YML049C,RSE1
3891,YML050W,AIM32
3892,YML051W,GAL80
3893,YML052W,SUR7
3894,YML053C,YML053C
3895,YML054C,CYB2
3896,YML055W,SPC2
3897,YML056C,IMD4
3898,YML057W,CMP2
3899,YML058W,SML1
3900,YML058W-A,HUG1
3901,YML059C,NTE1
3902,YML060W,OGG1
3903,YML061C,PIF1
3904,YML062C,MFT1
3905,YML063W,RPS1B
3906,YML064C,TEM1
3907,YML065W,ORC1
3908,YML066C,SMA2
3909,YML067C,ERV41
3910,YML068W,ITT1
3911,YML069W,POB3
3912,YML070W,DAK1
3913,YML071C,COG8
3914,YML072C,TCB3
3915,YML073C,RPL6A
3916,YML074C,FPR3
3917,YML075C,HMG1
3918,YML076C,WAR1
3919,YML077W,BET5
3920,YML078W,CPR3
3921,YML079W,YML079W
3922,YML080W,DUS1
3923,YML081C-A,ATP18
3924,YML081W,TDA9
3925,YML082W,YML082W
3926,YML083C,YML083C
3927,YML085C,TUB1
3928,YML086C,ALO1
3929,YML087C,AIM33
3930,YML088W,UFO1
3931,YML091C,RPM2
3932,YML092C,PRE8
3933,YML093W,UTP14
3934,YML094W,GIM5
3935,YML095C,RAD10
3936,YML096W,YML096W
3937,YML097C,VPS9
3938,YML098W,TAF13
3939,YML099C,ARG81
3940,YML100W,TSL1
3941,YML101C,CUE4
3942,YML102W,CAC2
3943,YML103C,NUP188
3944,YML104C,MDM1
3945,YML105C,SEC65
3946,YML106W,URA5
3947,YML107C,PML39
3948,YML108W,YML108W
3949,YML109W,ZDS2
3950,YML110C,COQ5
3951,YML111W,BUL2
3952,YML112W,CTK3
3953,YML113W,DAT1
3954,YML114C,TAF8
3955,YML115C,VAN1
3956,YML116W,ATR1
3957,YML117W,NAB6
3958,YML118W,NGL3
3959,YML119W,YML119W
3960,YML120C,NDI1
3961,YML121W,GTR1
3962,YML123C,PHO84
3963,YML124C,TUB3
3964,YML125C,PGA3
3965,YML126C,ERG13
3966,YML127W,RSC9
3967,YML128C,MSC1
3968,YML129C,COX14
3969,YML130C,ERO1
3970,YML131W,YML131W
3971,YML132W,COS3
3972,YML133C,YML133C
3973,YMR001C,CDC5
3974,YMR002W,MIX17
3975,YMR003W,AIM34
3976,YMR004W,MVP1
3977,YMR005W,TAF4
3978,YMR006C,PLB2
3979,YMR008C,PLB1
3980,YMR009W,ADI1
3981,YMR010W,YMR010W
3982,YMR011W,HXT2
3983,YMR012W,CLU1
3984,YMR013C,SEC59
3985,YMR013W-A,YMR013W-A
3986,YMR014W,BUD22
3987,YMR015C,ERG5
3988,YMR016C,SOK2
3989,YMR017W,SPO20
3990,YMR018W,YMR018W
3991,YMR019W,STB4
3992,YMR020W,FMS1
3993,YMR021C,MAC1
3994,YMR022W,UBC7
3995,YMR023C,MSS1
3996,YMR024W,MRPL3
3997,YMR025W,CSI1
3998,YMR026C,PEX12
3999,YMR027W,YMR027W
4000,YMR028W,TAP42
4001,YMR029C,FAR8
4002,YMR030W,RSF1
4003,YMR031C,EIS1
4004,YMR032W,HOF1
4005,YMR033W,ARP9
4006,YMR034C,RCH1
4007,YMR035W,IMP2
4008,YMR036C,MIH1
4009,YMR037C,MSN2
4010,YMR038C,CCS1
4011,YMR039C,SUB1
4012,YMR040W,YET2
4013,YMR041C,ARA2
4014,YMR042W,ARG80
4015,YMR043W,MCM1
4016,YMR044W,IOC4
4017,YMR047C,NUP116
4018,YMR048W,CSM3
4019,YMR049C,ERB1
4020,YMR052W,FAR3
4021,YMR053C,STB2
4022,YMR054W,STV1
4023,YMR055C,BUB2
4024,YMR056C,AAC1
4025,YMR058W,FET3
4026,YMR059W,SEN15
4027,YMR060C,SAM37
4028,YMR061W,RNA14
4029,YMR062C,ARG7
4030,YMR063W,RIM9
4031,YMR064W,AEP1
4032,YMR065W,KAR5
4033,YMR066W,SOV1
4034,YMR067C,UBX4
4035,YMR068W,AVO2
4036,YMR069W,NAT4
4037,YMR070W,MOT3
4038,YMR071C,TVP18
4039,YMR072W,ABF2
4040,YMR073C,IRC21
4041,YMR074C,SDD2
4042,YMR075W,RCO1
4043,YMR076C,PDS5
4044,YMR077C,VPS20
4045,YMR078C,CTF18
4046,YMR079W,SEC14
4047,YMR080C,NAM7
4048,YMR081C,ISF1
4049,YMR083W,ADH3
4050,YMR084W,YMR084W
4051,YMR085W,YMR085W
4052,YMR086W,SEG1
4053,YMR087W,YMR087W
4054,YMR088C,VBA1
4055,YMR089C,YTA12
4056,YMR090W,YMR090W
4057,YMR091C,NPL6
4058,YMR092C,AIP1
4059,YMR093W,UTP15
4060,YMR094W,CTF13
4061,YMR095C,SNO1
4062,YMR096W,SNZ1
4063,YMR097C,MTG1
4064,YMR098C,ATP25
4065,YMR099C,YMR099C
4066,YMR100W,MUB1
4067,YMR101C,SRT1
4069,YMR104C,YPK2
4070,YMR105C,PGM2
4071,YMR106C,YKU80
4072,YMR107W,SPG4
